DDC,Title,description
503,Fox and Squirrel: The Best Christmas Ever,"Fox and Squirrel are getting ready for the festive season, but they can't seem to agree on how to celebrate. It's only when things fall apart that they realize what really matters at Christmas time: spending the time together."
503,Growing up with Science: The Illustrated Encyclopedia of Invention Vols. 1-24 set (1-24),None
503,Macmillan Encyclopedia of Science: Matter and Energy,"An encyclopedia of science and technology, covering such areas as the Earth, the ocean, plants and animals, medicine, agriculture, manufacturing, and transportation. covers earth, ocean, plants, animals, medicine, agriculture, manufacturing and transportation"
503,The Ultra Violets #3: Lilac Attack!,"While sixth-grade superheroes Scarlet, Iris, and Cheri are trying to decide if the formerly evil Opal can be trusted to be an Ultra Violet again, they face a new BeauTek plot, purportedly to beautify Sync City."
503,Rourke's World of Science Encyclopedia,The first encyclopedia developed for fluent through proficient readers in grades three to six.
503,"Christianity Explored DVD: One Life, What's It All About?","One life. What's it all about? Christianity Explored gives you time and space to think about the big questions of life and to explore the life of the man at the heart of the Christian faith. Discover the real Jesus on this 7-week journey through the Gospel of Mark. Written by Barry Cooper, co-writer of the original Christianity Explored course, and presented by gifted evangelist, Rico Tice, on location across the UK."
503,Tithing: Privilege of Christian Stewardship,None
503,Dictionary of science,None
503,La Grande Vie suivi de Peuple du ciel,None
503,"Delta Science Dictionary, Level One: Grades 3-4",None
503,Compton's Illustrated Science Dictionary,None
503,Growing Up With Science: The Illustrated Encyclopedia of Invention Volume 3,None
503,"Dad, in Spirit","Ebon's father, who is in a coma, appears to the family as a wandering spirit, and Ebon must reunite the spirit and the body before it is too late."
503,The Golden Book Encyclopedia of Natural Science Volume 4,None
503,The Blackbirch Encyclopedia of Science & Invention Vol. IV R-Z,"Acclaimed science writers Bryan Bunch and Jenny Tesar have created a wonderful 4-volume set that places every entry within the context of history. The lives and achievements of everyone from Aristotle to Vladimir Zworykin (inventor of the television camera and tube) are explained here, along with detailed entries on inventions and developments that changed the course of human history. Thematic discussion of broad topics--such as airplanes, heat, and motion--are presented in a format that clearly shows the development of each idea, and its connection to the work that came before and after. The most important inventions, inventors, scientists, and discoveries the world has ever known."
503,Christianity Explored,"Ask the average person about women from the Old Testament and they will probably imagine that these ancient documents have little to say. After all, doesn't the Bible come from an age in which women were totally repressed? in fact, until recently, hasn't the Bible itself been responsible for keeping women down?"
503,Russian-English translators dictionary; a guide to scientific and technical usage,"""An attempt to supply word combinations and expressions"" useful to the scientific and technical translator from Russian into English. Alphabetical arrangement. Each entry gives examples of usage. Cross references."
503,McGraw-Hill Encyclopedia of Scientific and Technical Terms,None
503,"The American Heritage Student Science Dictionary, Second Edition","Entries with definitions of basic scientific terms are accompanied by illustrations, ""Did You Know"" sidebars, and explanatory notes."
503,Great Inventions (Smithsonian Scientific Series),None
503,MIDDLE GRADE SCIENCE 2011 DK BIG IDEAS OF SCIENCE REFERENCE LIBRARY VOLUME 1: NATURE OF SCIENCE AND CHEMISTRY (RL),What is Science The World of Science The Tools of Science Technology and Engineering
503,The Kingfisher science encyclopedia - Electricity and Electronics,"An illustrated science encyclopedia arranged in such categories as ""Planet Earth,"" ""Living Things,"" ""Chemistry and the Elements,"" ""Materials and Technology,"" ""Space and Time,"" and ""Conservation and the Environment."" ""This new, exciting encyclopedia brings scientific principles within the grasp of every child. Clear, authoritative text and well-researched, detailed artworks and photographs make The Kingfisher Science Encyclopedia the perfect research tool as well as a great source of information. Children will browse through this encyclopedia simply for the pleasure of scientific discover."" -- back cover."
503,U-X-L Encyclopedia of Science: 010,"Includes 600 topics in the life, earth, and physical sciences as well as in engineering, technology, math, environmental science, and psychology."
503,Science Teaching Charts 4-6 (A Beka Book Home School),None
503,The Macmillan encyclopedia of junior science A-B VOL.1,"Highly Commended Student Reference 2008 Awards for Excellence in Educational PublishingAccurate and eye-catching, this 10-volume set will enhance the study of Science and Technology by junior students.SCAN Vol 27 No 1 2008The Macmillan Encyclopedia of Junior Science is an essential resource for secondary-school students with lower reading-level abilities.It provides an introduction to key science concepts and understandings and is an outstanding general reference. Each entry relates"
503,Young People's Science Encyclopedia -Volume 1 Aa-An,None
503,"Encyclopedia of Science, Technology, and Ethics",None
503,Raintree Steck-Vaughn Illustrated Science Encyclopedia Volume 18,A twenty-four volume set containing brief articles on science topics.
503,Nerd A to Z: Your Reference to Literally Figuratively Everything You've Always Wanted to Know,None
503,The Blackbirch Encyclopedia of Science & Invention Vol. II E-K,"Contains entries that provide information on key developments, concepts, and people in science and invention; arranged alphabetically from E through K."
503,Collins Dictionary - Science (Collins Dictionary of),"With thousands of entries, this dictionary provides a guide to the ever-growing vocabulary of science, with coverage of terms from physics, chemistry, biology, the earth sciences and mathematics. This dictionary is designed for use by senior school students (there were over 120,000 canidates in the main A-level science subjects in 2001 in England and Wales), and by scientists and those working with scientists who need a guide to help them with terms outside their own areas of expertise."
503,La clé de l'énigme,None
503,Raintree Steck-Vaughn Illustrated Science Encyclopedia Volume 16,A twenty-four volume set containing brief articles on science topics.
503,Raintree Steck-Vaughn Illustrated Science Encyclopedia Volume 17,A twenty-four volume set containing brief articles on science topics.
503,Young People's Science Encyclopedia Volume 16 SA-SO,None
504,Robots Don't Catch Chicken Pox,There are some pretty weird grown-ups living in Bailey City. But could the drama teacher directing the class play really be a robot?
504,Hostage,"When eleven-year-old Kaci interrupts burglars in the process of robbing her house, she and her nosy elderly neighbor Mrs. Banducci are kidnapped and held hostage by the desperate and ruthless criminals."
504,The Mysterious Universe,"Originating from the Rede Lecture delivered at the University of Cambridge in November 1930, this book is based upon the conviction that the teachings and findings of astronomy and physical science are destined to produce an immense change on our outlook on the universe as a whole, and on views about the significance of human life. The author contends that the questions at issue are ultimately one for philosophical discussion, but that before philosophers can speak, science should present ascertained facts and provisional hypotheses. The book is therefore written with these thoughts in mind while broadly presenting the fundamental physical ideas and findings relevant for a wider philosophical inquiry."
504,Buzzy the bumblebee,"When he reads in a book that bumblebees cannot fly, Buzzy suddenly doubts himself and forgets how."
504,Vikings Don't Wear Wrestling Belts,"""There are some pretty weird grown-ups living in Bailey City. But could the professional wrestler in town for WestleBaileyLive be a real-lie Viking? The Bailey School kids are going to find out!""--P.[4] of cover."
504,Macaroni Boy,"In Pittsburgh in 1933, sixth-grader Mike Costa notices a connection between several strange occurrences, but the only way he can find out the truth about what's happening is to be nice to the class bully. Includes historical facts."
504,Lunch-Box Dream,"Told from multiple points of view, a white family on a 1959 road trip between Ohio and Florida, visiting Civil War battlefields along the way, crosses paths with a black family near Atlanta, where one of their children has gone missing."
503,100 Science Words Every College Graduate Should Know,"This title offers a fascinating look at the vocabulary of science and technology. Thoughtfully chosen by the editors of the American Heritage® Dictionaries, these words will stimulate inquisitive minds to explore new terrain and challenge long-standing science buffs to measure up. Covering a wide variety of scientific fields--from evolution and ecology to physics and computer science--the words are representative of the vocabulary required to understand the most important concepts of science. Each term is defined and explained in clear, nonscientific language, with examples showing the reader the importance of the word both in its field and in daily life. Many entries have extra features explaining word origins or providing fun facts and enlightening details. Key illustrations make the abstract comprehensible. Subjects discussed include absolute zero, dendrochronology, game theory, histone, Kuiper belt, Munchausen syndrome, piezoelectric effect, rain shadow, time dilation, and xerophyte. A great graduation gift or reward for the expert in the house, 100 Science Words Every College Graduate Should Know is sure to delight, surprise, and inspire everyone interested in the language of science and technology."
503,Young Scientist Volume 02: Light & Electricity | Magnetic Power,"Presents information on two topics, electricity and magnetism. Includes experiments."
503,The Basic Dictionary of Science,None
503,First Science Encyclopedia (First Reference Series),Basic scientific concepts are clearly explained in simple language and colorful illustrations.
503,Children's Encyclopedia of Science,"Presents information about the sciences, from biotech and the Big Bang to energy and electrons."
503,The Barnes & Noble thesaurus of science: All fields of scientific language explained and illustrated,None
503,Hamlyn All-colour Science Encyclopaedia (Encyclopedia),None
503,Coming to Terms,Lists and defines scientific words and terms.
503,First Fun Science Encyclopedia,"The First Fun Reference Library is the perfect balance of education and fun. Each page is visually stimulating, packed with full-color illustrations and pictures. The First Fun Reference Library is a perfect introduction to utilizing reference materials."
503,DK Online Science Encyclopedia,"DK and Google* combine their information expertise in the first science encyclopedia with a dedicated Web site containing additional photography, streaming video, and a continually updated list of links. Full color."
503,"Investigating God&#039;s World, Answer Key to Text Questions (A Beka Book)",None
503,"Vetenskapens v&auml;rld. 24, Lexikon 2 : L-&Ouml;",None
503,Raintree Steck-Vaughn Illustrated Science Encyclopedia Volume 05,A twenty-four volume set containing brief articles on science topics.
503,Longman dictionary of scientific usage,None
503,Dictionary of science and technology : English-German,Dictionary of Science and Technology
503,Growing Up With Science [17-volume set],"A seventeen-volume, alphabetically-arranged encyclopedia contains approximately five hundred articles introducing key aspects of science and technology."
503,S and S Illustrated Dictionary of Science,None
503,U-X-L Encyclopedia of Science: 007,"Includes 600 topics in the life, earth, and physical sciences as well as in engineering, technology, math, environmental science, and psychology."
503,Science Order & Design Activity Book & Key (Answers),None
503,Investigating God&#039;s World Test Key 5 Teacher Test Key,None
503,Northwest Passage Volume 3,None
503,"Dictionary of Forces, Matter and Energy (iOpeners)","Complete Classroom Library includes one each of the following: Math Library Science Library Social Studies Library Content Area Classroom Libraries include: 1 display box containing 10 6-packs (60 little books) 1 Teacher Resource Portfolio 1 Assessment Book (where available) Classroom Library Add-on Packs include 1 copy of each title from the social studies, science, and math libraries. Add-On Packs include 1 copy of each title."
503,1980 Britannica Year Book of Science and the Future,None
503,Jardin sucr&eacute;s,None
503,Investigating God&#039;s World Quizzes and Worksheets Key 5 Teacher Quiz/worksheet Key,None
503,"Observing God&#039;s World Test (Science Series, 6th)",None
503,Habt ihr schon vom Wolf gehört?,About a very polite and kind wolf and a terrible monster.
503,"APDL: Pépé, Flox et le facteur","Patch the puppy learns from his grandfather, Peppy, how to deal with their ""greatest enemy,"" the postman."
503,U-X-L Encyclopedia of Science: 005,"Includes 600 topics in the life, earth, and physical sciences as well as in engineering, technology, math, environmental science, and psychology."
503,Purnell's First Dictionary of Science,None
503,Ernest et C&eacute;lestine : Le labyrinthe,None
503,"Luna, Tome 1 : La cit&eacute; maudite","Luna, 12 ans, est un elfe de lune. Abandonne?e a? la naissance afin de ne pas e?tre sacrifie?e a? la de?esse Araigne?e, elle a grandi avec les loups et sous la tutelle de l'ermite Mare?cageux. Mais lorsque des elfes noirs tuent le ma?le dominant de la meute, Luna de?cide d'aller voir son mentor, le Mare?cageux, qui lui re?ve?le l'existence des redoutables elfes drow, des elfes noirs qui conside?rent les elfes argente?s de lune comme infe?rieurs, au mieux comme des esclaves potentiels, au pire comme des victimes offertes a? leur cruelle de?esse. Quand ce dernier lui re?ve?le le secret de sa naissance, Luna de?cide de retrouver sa me?re. Mais sa que?te passe par Rhasgarrok, la redoutable cite? souterraine des elfes drow. Apre?s avoir traverse? un long tunnel, elle arrive enfin a? destination, pour se retrouver devant une grille. La? se trouve emprisonne? Darkham, un elfe noir en mission. Tout oppose Luna a? ce farouche prisonnier, mais son instinct lui dit de lui faire confiance. Elle l'aide a? se libe?rer. Leurs destins vont biento?t s'entreme?ler."
503,Van Nostrand's Scientific encyclopedia 4th edition,None
503,"Winx Club, Tome 26 : Le destin de Layla",None
503,Diccionario De Fisica (Spanish Edition),None
504,Under the Lemon Moon,"The theft of all the lemons from her lemon tree leads Rosalinda to an encounter with la Anciana, the Old One, who walks the Mexican countryside helping things grow, and to an understanding of generosity and forgiveness."
504,The Berenstain Bears Cook-It! Breakfast for Mama! (First Time Books(R)),Papa Bear and the cubs set out to make breakfast for Mama. Includes activities for parents to help children prepare a special breakfast.
504,"The Case of the Frog-Jumping Contest (Jigsaw Jones Mystery, No. 27)",Jigsaw Jones investigates when the champion frog in a frog-jumping contest mysteriously disappears.
504,Santa Paws To The Rescue,Santa Paws tries to help people when a big ice storm hits town during Christmastime.
504,Ghosts Don't Ride Wild Horses,"The Bailey School Kids investigate to see if a man whom they met on a class trip is the ghost of Coyote Pete, the roughest cowboy in the Wild West."
504,The Snow Bear,"A lifelong friendship develops between a polar bear and Bruun, an Inuit boy. After Bruun saves her from starvation and she, in turn, saves him from a blizzard, eventually they are separated and don't meet again until Bruun is a man."
504,The Explorers: The Door in the Alley,A shy boy's life is sent spiraling into adventure after a fateful day when he discovers a pig in a small hat and returns it to its home at the mysterious Explorers Club.
504,Nope!,"""Does Little Bird want to leave the nest and learn to fly? NOPE!""--"
504,Science and the common understanding,None
503,Lullaby,"Pour assouvir son besoin de liberté et sa soif de solitude, Lullaby, une adolescente, décide de ne pas aller au lycée. Elle prend le chemin des contrebandiers qui mène à la mer où elle se fond aux vagues et à l'air salin."
503,Oxford Primary Science Dictionary,"* Over 400 science words in alphabetical order* Straightforward definitions supported by examples, colourful artwork, and diagrams* Illustrated section at the back on themes such as symbols, tables and equipment* Provides support for parents for the science words children are required to use at schoolGraham Peacock was a teacher, and is the author of the Oxford First Science Dictionary and an Inset Co-ordinator for Primary Science."
504,Fourth Grade Weirdo,"Dexter's well-ordered life is disrupted by his uneasy interactions with his spontaneous, even zany, fourth-grade teacher Mr. Ditzwinkle and by his mother's campaign for reelection to the town's school board."
504,"My Brother, Matthew","Though David knows frustration and resentment at times, he feels he understands his disabled little brother even better than his parents; and together the two boys experience a great deal of joy."
504,The Big Blue Spot,A spot realizes that it is lonely and asks the reader of the book to help it find a friend.
504,After the Flood (Spotlight Books),None
504,Class Trip,Little Critter and his classmates go on a field trip to the science museum.
504,Top Dog,"At the Barkley School for Dogs, little Jack, who considers himself the Wonder Dog, hopes to beat out the competition--including the bully Doberman pinscher Sweetcakes--for a star spot in a television commercial."
504,Doubt and Certainty in Science: A Biologist's Reflections on the Brain,"Young's thesis concludes that the higher activities of humans can be illuminated through an examination of the actual brain functions that produce them, and that these processes can be closely compared to those of a calculating machine."
504,Me First!,"""In the duck family, there a four siblings and one always has to be first, until he gets the shock of his life!""--"
504,Smoke and Mirrors,"Bullied while attending fifth grade with the Islanders, Sasha, who always loved being part of Cirque Magnifique, wishes it would all go away but when her parents disappear in the Smoke, it is up to her to save them."
504,Stella Batts: None of Your Beeswax,"""Eight-year-old Stella finds it is not easy or fun to keep secrets. The first secret is keeping her sister, Penny, from discovering that her pet fish has died and been replaced with a new fish. The second secret involves a school assignment which Stella cannot share even with her best friend""--Provided by the publisher."
504,Mole Had Everything,"Mole is content with very few possessions until his friend Emerson comes to tea and claims that he does not have nearly enough, and soon Mole has acquired so many things that he no longer has time to enjoy his life."
504,Son Who Returns,"Fifteen-year-old Mark Centeno convinces his father, who is Filipino and Mexican, to let him spend time with his mother's Chumash and Crow family in California in hopes of surfing with his friends but, instead, connects with his heritage through dance."
504,Autobiography and Selected Essays,"An accomplished biologist, Thomas Henry Huxley was committed to Darwin's theories. This collection of autobiographical and scientific essays illuminates his life and accomplishments and is essential reading for scholars of scientific history. Included are essays, ""On a Piece of Chalk,"" ""On Improving Natural Knowledge,"" and ""On the Physical Basis of Life."""
504,"Letters on natural magic, addressed to Sir Walter Scott, Bart",None
504,What to Do When You're Sent to Your Room,"Getting into trouble after feeding his dinner to the dog again, Ben embarks on a period of ""solitary confinement"" in his room, where he passes the time by eating hidden snacks, liberating his caged pets, and honing his slingshot skills."
504,Tribal Journey,"Sixteen-year-old Jason is left with a paralyzed leg after a car accident and it is only after becoming involved with his Duwamish mother's tribe and learning to ""pull"" a canoe that he begins to see himself as more than a boy in a wheelchair."
504,The beauties of nature and the wonders of the world we live in,None
504,Si vas a Hortmoier,None
504,Riddles of Science,None
504,Through magic glasses,None
504,"Frontiers in science, a survey",None
504,Kohkum’s Babushka: A Magical Métis/Ukrainian Tale,"""This story is about a young Ukrainian girl who journeys through time to the first Ukrainian settlers in Canada and their interactions with the Metis community. The two groups share their culture with one another, forming a special bond.""--"
504,The freedom of necessity,None
504,El náufrago de las estrellas,"Embarcado en una aventura, elCenizo descubrirá el precio de su ilusión: el destino intenta arrebatarle barco, esposa ytripulación."
504,Project WET: Curriculum & Activity Guide,None
504,Aufwandschätzung von IT-Projekten,None
504,"Keeping cool, and other essays",None
504,Whatever Wanda! (Shine Bright Kids),"""Wanda learns an important lesson in having a good attitude when she refuses to cooperate and join in the fun at the Duck Days Festival""--"
504,Finding Resilience,"An analysis of how ecosystems, societies and people cope with disturbance and adversity."
504,Ciência Ambiental,None
504,Ambiente: Conhecimentos e práticas,None
504,The Memory Quilt,6 Books
504,Mitigation and Compensation Issues in the Environmental Assessment Process : a research prospectus,"""To promote a better understanding of mitigation and compensation and to guide the advancement of the state of the art and its practice, the Canadian Environmental Assessment Research Council (CEARC) has identified mitigation and compensation as a major area for future research. This prospectus identifies some research issues in this field drawn from present EA approaches in Canada and outlines the role CEARC hopes to play in addressing some of those issues through a research program""--Introduction, p. 1."
504,Go Diego Go Phonics: Whale Watching,"Introduces the ""wh"" sound through a story in which Diego goes on a whale watch."
504,The Nutcracker: A Soft to Touch Story,None
504,Gebrauchsanweisung f&uuml;r Mallorca,None
504,Le donne italiane,None
504,Windows 7 f&uuml;r Administratoren: Das umfassende Handbuch (Galileo Computing),None
504,Ecología de la vida cotidiana. Manual para una conducta verde,None
504,A history of fire and flame,None
504,Come si fa,None
