DDC,Title,description
558,My Brother Is from Outer Space: (The Book of Proof),"Alex compares his younger brother William with himself and concludes that because William is so different, he must have come from outer space to join this otherwise perfect family."
558,Cars 2 - World Grand Prix,"Lightning McQueen and Mater end up at more than just a race, but a race with a mystery!."
558,"Geological observations on the volcanic islands and parts of South America visited during the voyage of H.M.S. ""Beagle""","This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ Geological Observations On The Volcanic Islands And Parts Of South America Visited During The Voyage Of H.M.S. 'Beagle' 3 Charles Darwin, George Brettingham Sowerby, William Lonsdale, Edward Forbes D. Appleton and company, 1896 Science; Earth Sciences; Geology; Beagle Expedition/ (1831-1836); Geology; Nature / Earthquakes & Volcanoes; Science / Earth Sciences / Geology; Volcanoes"
558,Rollerama,"Cassidy seriously doubts her father when he claims to be a skater of Great Excellence, but he has a chance to prove himself at the big concert at Rollerama."
558,Bob and Joss Get Lost!,"Embarking on a boat trip to escape boredom, intrepid best friends Bob and Joss share an uproarious adventure when they become shipwrecked on a tropical island."
558,Hetty's 100 Hats,Hetty is so fond of hats she decides to collect one hundred of them by her birthday.
558,Wissenschaft und natur : Studien zur aktualität der Philosophiegeschichte : Festschrift für wolfgang Neuser zum 60. geburtstag,"EinleitungDer deutsche Idealismus und die FolgenDieter WandschneiderDas anthropische Prinzip in Hegelscher- objektiv-idealistischer - PerspektiveAlfred SchmidtAufkla rung und Freimaurerei: Kongruenz zweier Denkansa tzeMuriel W.T. Maia-FlickingerZur philosophischen Vorgeschichte Freuds bei Schelling und SchopenhauerWolfdietrich Schmied-KowarzikDifferenzierungen zur DialektikErnst-Otto OnnaschVon Kant zu Hegel. Oder: Was hei�t klassische deutsche Philosophie?Riccardo PozzoSystem, Subjekt, Topos. Fu r ein Lexikon des deutschen IdealismusMichael FranzEin Brief fu r Sieye s. Hegel und die wu rttembergisc"
558,Andean Structural Styles: A Seismic Atlas,"Andean Structural Styles: A Seismic Atlas is a comprehensive reference illustrating the variability in structural styles and hydrocarbon traps that exist in the Andean chain. The Andean chain, stretching over more than 5,000 km (3,000 mi) from Venezuela to Argentina, contains a large number of sedimentary basins which have developed in a wide range of tectonic settings. Some of these basins are highly mature, with hydrocarbon production from Paleozoic, Mesozoic, and Cenozoic sedimentary sequences, while others are still underexplored. Andean Structural Styles: A Seismic Atlas covers topics including fold types, thrust faults, triangle zones, inversion structures, synorogenic deposits, and growth stratal geometries."
558,Thermal Springs of Wyoming,None
558,Mene ... Tekel ... Fares ... : román,None
558,50 ANOS DE GEOLOGIA - INSTITUTO DE GEOCIENCIAS CONTRIBUIÇÕES,None
558,Nepal transition to peace : a decade of the Comprehensive Peace Accord : (2006-2016) - first edition,None
558,pluto brasiliensis de wilhelm ludwig von eschwege pela se Ed. 2011,None
558,"Field Trip Guides to the Backbone of the Americas in the Southern and Central Andes: Ridge Collision, Shallow Subduction, and Plateau Uplift","The geologic field guides in this volume to the Andes of Argentina and Chile were written for the five field trips accompanying the 2006 Backbone of the Americas conference in Mendoza, Argentina. The trip in chapter 1 to southern Patagonia highlights the ridge-trench collision theme; the next three to different regions of the south-central Andes examine temporal and spatial issues related to shallowing subduction; and the trip in the last chapter to the central Andean Puna plateau highlights plateau uplift in the context of steepening subduction and lithospheric delamination."
560,"The Dinosaur Artist: Obsession, Betrayal, and the Quest for Earth's Ultimate Trophy","""In 2012, a New York auction catalogue made an unusual offering: 'a superb Tyrannosaurus skeleton.' In fact, Lot 49135 consisted of a nearly complete T. bataar, a close cousin to T. rex, the most famous animal that ever lived. The fossils now on display in Manhattan had been unearthed in Mongolia, some 6,000 miles away. At 8 feet high and 24 feet long, the specimen was spectacular, and the final gavel signaled a winning bid of well over $1 million. Eric Prokopi, a thirty-eight-year-old Floridian, was the man who had brought this extraordinary skeleton to market. A onetime swimmer who spent his teenage years searching for shark teeth, Prokopi's singular obsession with fossils generated a thriving business hunting, preparing, and selling specimens, to clients ranging from natural history museums to avid private collectors like actor Leonardo DiCaprio. But there was a problem. This time, facing financial strain, had Prokopi gone too far? As the T. bataar went to auction, a network of paleontologists alerted the government of Mongolia to the eye-catching lot. As an international custody battle ensued, fueled by geopolitics, Prokopi watched as his own world unraveled. In the tradition of The Orchid Thief, The Dinosaur Artist is a stunning work of narrative journalism about humans' relationship with natural history and a seemingly intractable conflict between science and commerce. A story that stretches from Florida's Land O' Lakes to the Gobi Desert, The Dinosaur Artist illuminates the history of fossil collecting--a wildly popular, yet sometimes murky, risky business, populated by eccentrics and obsessives, where the lines between poacher and hunter, collector and smuggler, enthusiast and opportunist, can easily blur. In her first book, ... writer Paige Williams has given readers an irresistible story that spans continents, cultures, and millennia as she examines the question of who, ultimately, owns the past.""--Dust jacket."
560,I See A Bug,A young boy watches as several bugs dressed for a party march into his home.
560,I Can Read About Fossils,"Text and illustrations provide young readers with information about the fossils of dinosaurs and other life forms, the work of people who hunt for fossils, and some of the greatest fossil finds."
560,Prehistoric Actual Size,"Learn what it's like to come face-to-face with some of the dinosaurs that once roamed the Earth through these ""actual-size"" illustrations."
560,Who Are You Calling A Woolly Mammoth (America's Funny But True History),Describes the animals of prehistoric North America from the time of the dinosaurs to the age of the mammoths.
560,Shoot-Out (Comeback Kids),Twelve-year-old Jake must leave his championship soccer team to play on a team with a losing record when his family moves to a neighboring town.
560,Will’s Mammoth,"Though his parents explain there have been no mammoths for over 10,000 years, Will goes out in the snow one day, certain he will meet some."
560,Prehistoric Life (Eyewitness Books),"Explores the origins of life on Earth, by studying the fossils of the past, from the early plants and animals, through the age of dinosaurs, and the coming of humans."
560,In The Blink Of An Eye: How Vision Sparked The Big Bang Of Evolution,"About 550 million years ago, there was literally an explosion of life forms, as all the major animal groups suddenly and dramatically appeared. Although several books have been written about this surprising event, known as the Cambrian explosion, none has explained why it occurred. Indeed, none was able to. Here, for the first time, Oxford zoologist Andrew Parker reveals his theory of this great flourishing of life. Parker's controversial but increasingly accepted ""Light Switch Theory"" holds that it was the development of vision in primitive animals that caused the explosion. Drawing on evidence not just from biology, but also from geology, physics, chemistry, history, and art, In the Blink of an Eye is the fascinating account of a young scientist's intellectual journey, and a celebration of the scientific method."
560,Wonder Woman Classic: I Am Wonder Woman (I Can Read: Level 2),"Introduces Wonder Woman, the superhero amazon from Paradise Island who protects Earth using a magic lasso, protective armbands, and super strength."
560,I Can Read About Prehistoric Animals,"Text and illustrations provide young readers with information about the lives of animals that lived on the Earth millions of years ago, and show how scientists learn about the past by studying fossils."
560,A Ninja's Path (LEGO Ninjago: Reader),"Quiet Zane isn't like the other ninja. His weird humor sometimes gets him in trouble with Cole, Kay, and Kai--especially when he leads the ninja into a mission that ends in the destruction of their home in Sensei Wu's monastery. Now Zane must hope that a new path will rise from the monastery's ashes."
560,"The Fossil Hunter: Dinosaurs, Evolution, and the Woman Whose Discoveries Changed the World","Mary Anning was only twelve years old when, in 1811, she discovered the first dinosaur skeleton--of an ichthyosaur--while fossil hunting on the cliffs of Lyme Regis, England. Until Mary's incredible discovery, it was widely believed that animals did not become extinct. The child of a poor family, Mary became a fossil hunter, inspiring the tongue-twister, ""She Sells Sea Shells by the Seashore."" She attracted the attention of fossil collectors and eventually the scientific world. Once news of the fossils reached the halls of academia, it became impossible to ignore the truth. Mary's peculiar finds helped lay the groundwork for Charles Darwin's theory of evolution, laid out in his On the Origin of Species. Darwin drew on Mary's fossilized creatures as irrefutable evidence that life in the past was nothing like life in the present. A story worthy of Dickens, The Fossil Hunter chronicles the life of this young girl, with dirt under her fingernails and not a shilling to buy dinner, who became a world-renowned paleontologist. Dickens himself said of Mary: ""The carpenter's daughter has won a name for herself, and deserved to win it."" Here at last, Shelley Emling returns Mary Anning, of whom Stephen J. Gould remarked, is ""probably the most important unsung (or inadequately sung) collecting force in the history of paleontology,"" to her deserved place in history."
560,Everything Awesome About Dinosaurs and Other Prehistoric Beasts!,"""Discover all there is to know about dinosaurs and other prehistoric beasts!"" --Back cover."
560,Dash (Breyer Stablemates),"""Jenny wants to barrel race at the rodeo. Is Dash fast enough to win?""--p. [4] of cover."
560,Nature Club: Fossil Detective,"Discusses the nature and origin of fossils, the collection and study of them, and what they can tell us about creatures of the past."
560,Strange Creatures That Really Lived,"Introduces some animals that lived long ago, such as the giant sloth, camelus, huge roaches, and uintatherium."
560,The Monster's Bones: the Discovery of T. Rex and How it Shook Our World,"History. Nature. Nonfiction. HTML: A Science Friday Best Book to Read This Summer A gripping narrative of a fearless paleontologist, the founding of America's most loved museums, and the race to find the largest dinosaurs on record. In the dust of the Gilded Age Bone Wars, two vastly different men emerge with a mission to fill the empty halls of New York's struggling American Museum of Natural History: Henry Fairfield Osborn, a privileged socialite whose reputation rests on the museum's success, and intrepid Kansas-born fossil hunter Barnum Brown. When Brown unearths the first Tyrannosaurus Rex fossils in the Montana wilderness, forever changing the world of paleontology, Osborn sees a path to save his museum from irrelevancy. With four-foot-long jaws capable of crushing the bones of its prey and hips that powered the animal to run at speeds of 25 miles per hour, the T. Rex suggests a prehistoric ecosystem more complex than anyone imagined. As the public turns out in droves to cower before this bone-chilling giant of the past and wonder at the mysteries of its disappearance, Brown and Osborn together turn dinosaurs from a biological oddity into a beloved part of culture. Vivid and engaging, The Monster's Bones journeys from prehistory to present day, from remote Patagonia to the unforgiving badlands of the American West to the penthouses of Manhattan. With a wide-ranging cast of robber barons, eugenicists, and opportunistic cowboys, New York Times best-selling author David K. Randall reveals how a monster of a bygone era ignited a new understanding of our planet and our place within it. ."
560,If You Are a Hunter of Fossils (Reading Rainbow Book),A fossil hunter looking for signs of an ancient sea in the rocks of a western Texas mountain describes how the area must have looked millions of years ago.
560,Annie's Adventures,"On New Year's Eve, the octuplets Huit--Annie, Durinda, Georgia, Jackie, Marcia, Petal, Rebecca, and Zinnia--discover that their parents are missing, and then uncover a mysterious note instructing them that each must find her power and her gift if they want to know what happened to their parents."
560,Teacher's Pet,"Adjusting to middle school becomes easier for twelve-year-old Maggie when she finds that her biology teacher, who is blind, can learn a few things from her about working with his guide dog."
560,The Crucible of Creation: The Burgess Shale and the Rise of Animals,"'tells a great story and manages to be informative at all levels. Conway Morris has a collector's eye for the sort of entertaining yet informative snippets that keep readers on their toes.' New Scientist Located in the west of Canada, the Burgess Shale contains a unique collection of fossil remains, and has become an icon for those studying the history of life. This remarkable book takes us on a fresh journey back in time through the Burgess Shale and its astonishing collection of pre-Cambriancreatures. In an entertaining and readable style, Simon Conway Morris paints a vivid picture of the critical period which saw the diversification of all the major animal groups, and takes a controversial stance on current evolutionary theories that is sure to provoke much interest and debate. 'It is less bleak in its assessment of life on earth and it is spiritually uplifting, rather than dry and mechanistic as some would have us believe' THES R 'The centerpiece of The Crucible of Creation is a description, authoritative and readable, of the animals themselves. New York Times Book Review"
560,Dinosaur Detectives (DK Readers: Level 4),Describes the achievements of the scientists who have discovered and interpreted the fossils of the dinosaurs.
560,"The Best Book of Fossils, Rocks, and Minerals","Briefly describes different kinds of rocks and minerals, telling how they are formed, where they are found and their uses and examines what we can learn from fossils."
560,The Dragon Seekers: How an Extraordinary Circle of Fossilists Discovered the Dinosaurs and Paved the Way for Darwin,"Against the backdrop of the Industrial Revolution, an extraordinary circle of fossilists struggled to make sense of a mysterious, prehistoric world--a world they had to piece together from the fossilized and often fragmentary remains of animals never before seen. In this transporting, seamlessly written book, Christopher McGowan takes us back to a time when geology and paleontology were as young and vibrant as genetic engineering is today. The nineteenth-century pioneers of these new disciplines were an eccentric lot, from different social classes and sexes, with a range of motivations in fossil hunting. These ""Dragon Seekers"" sought to persuade a populace raised on a literal interpretation of Genesis that the ground they walked was once a very frightening and unfamiliar place. A sweeping narrative history, The Dragon Seekers shows how these remarkable characters forever changed our interpretation of the world and its inhabitants."
560,I Want a Dog,"When her parents refuse to get her a dog, May creates an imaginary dog out of a roller skate."
560,Dragons of the Deep: Ocean Monsters Past and Present,"Contains a guide to large sea creatures of the past with illustrated profiles that provide information on size, shape, skeletal structure, behavior, and other interesting facts on both prehistoric and modern animals."
560,After the Ice Age: The Return of Life to Glaciated North America,"The fascinating story of how a harsh terrain that resembled modern Antarctica has been transformed gradually into the forests, grasslands, and wetlands we know today. ""One of the best scientific books published in the last ten years.""-Ottowa Journal ""A valuable new synthesis of facts and ideas about climate, geography, and life during the past 20,000 years. More important, the book conveys an intimate appreciation of the rich variety of nature through time.""-S. David Webb,Science"
560,In Search of Deep Time: Beyond the Fossil Record to a New History of Life,"In this exciting work on the cutting edge of scientific knowledge, Henry Gee, Chief Science Writer at Nature, tells the story of a recent revolution in palaeontology. For the first time, all of us can share in the wonder of a deceptively simple idea known as cladistics, the science of comparison. The cladistics revolution is transforming almost everything we know about the science of life in Deep Time -- the billions of years in which life has evolved on this planet. It provides insights and solutions to questions about ourselves ordinarily considered beyond the realm of science. What can we truly know of the awesome dark chasm of Deep Time that separates us from the beginning of life on earth? In Search of Deep Time strips away conventional assumptions about the evolution of life to reveal a bizarre world that is truer to the facts -- and far stranger -- than many Darwinians and certainly any Creationists ever imagined. Scientists used to categorize life forms according to how similar they looked. If an animal had a wing, it was a bird; if it had a fin, it was a fish. But then, is a penguin a bird? Is a whale a mammal? While the answer to these questions is yes, it doesn't mean much scientifically. The real answers to how life evolved and how life forms are related come from cladistic analysis, from measuring the tremendous variety of genetic and anatomic variations between species and juggling them with computer technology. Because of cladistics, scientists have come to believe that hippos are more closely related to whales than pigs. We have learned that the old way of understanding nature, in which we squashed the teeming variety of life on earth into our own haphazard andarbitrary categories, must be replaced by understanding precisely how similar, and how different, each species measurably is. Rather than a hierarchical tree of life with ourselves at the apex, we now see a bush with evolutionary branches intertwining in strange and surprising ways -- mushrooms really are closer cousins to us than plants are. Gee journeys among the scientists who are making the breakthrough discoveries about the evolution of life. He travels to a fossil dig in Kenya with Meave Leakey of the pioneering palaeoanthropology family that made the Rift Valley in East Africa famous as the origin of modern humans. There he finds a small fossilized skull, and considers whether anyone could ever know if that fossil was the remains of Gee's great-great-great-great-great, etc., grandfather. The answer is clearly no. There are no knowable ancestors in Deep Time. Beyond the last few dozen generations, all individuals in the entire animal kingdom, indeed all individuals throughout the epochs of Deep Time in all the kingdoms of life on earth, are cousins. Whether in Eastern Africa or in his native London with palaeontology's ""Gang of Four"", Gee offers lively explorations of the idea that there is no knowable descent of man."
560,The History of Life: A Very Short Introduction,This title presents a succinct and accessible guide to the key episodes in the story of life on Earth - from the very origins of life four million years ago to the extraordinary diversity of species around the globe today.
560,"Stone Girl, Bone Girl: The Story of Mary Anning",A brief biography of the English girl whose discovery of an Ichthyosaurus skeleton in 1811 when she was twelve led to a life-long interest in fossils and other important discoveries.
560,Pirates Do Ride Scooters,Who is that riding up to the Bailey City pool? It's the new lifeguard. But why is she dressed the way she is? And why is she taking all of their treasures?
560,Prehistoric America,None
560,Animals of Long Ago,"Explores the different periods in the development of life on earth, starting with the Age of Fishes, and continuing through the Age of Insects, Age of Dinosaurs, and Age of Mammals."
560,Tiny Goes Camping,Tiny and his owner are having fun camping until they discover that Tiny doesn't fit in their tent.
560,The Gilded Dinosaur: The Fossil War Between E.D. Cope and O.C. Marsh and the Rise of American Science,"""Charles Darwin had shaken the very foundations of Victorian society with his theory of evolution by natural selection, and scientists across the civilized world were locked in a great battle over Darwin's idea. While the debate raged in Europe, the hunt for hard evidence increasingly focused on the American West, with its grand mesas, buttes, and badlands."" ""Could the answer to the history of life and the proof of evolution be found in fossils? That was the question that two young American paleontologists - Edward Drinker Cope and Othniel Charles Marsh - set out to answer. But what began as a friendly contest quickly turned into bitter rivalry that would spill over into American science and politics and rage relentlessly for nearly three decades."" ""Among the most remarkable fossil discoveries of Cope and Marsh are a bevy of dinosaurs, including some of the best known beasts - the Triceratops, the Stegosaurus, the Camarasaurus, and the Brontosaurus. Even today, Marsh holds the record for dinosaur discoveries.""--Jacket."
560,Fossils,What kinds of plants and animals lived on Earth before the first humans arrived? Fossils can tell us. Fossils are clues to our planet's mysterious past.
560,Echo's Lucky Charm,"Echo is helping her friends, Pearl, Splash, and Flip study for their first test in Magic class at dolphin school, but when Echo loses her lucky shell necklace she is barely able to do any magic until the friends finally find the shell--and a big surprise."
560,"Hello, World! Dinosaurs","All young children love dinosaurs. Now here's a board book that teaches toddlers all about Triceratops, Stegosaurus, T-rex, and many more--with colors, shapes, sizes, and super-simple facts""--Amazon."
560,Tool School,"Told in rhyming text, five tools--Hammer, Screwdriver, Pliers, Saw, and Tape Measure--learn to work together on their first day of school."
560,Splash's Secret Friend,"When Splash doesn't show up to dolphin school on time, Pearl, Echo, and Flip are worried."
560,"Trick or Treat, Marley!",Marley the high-spirited puppy tries to help his family with a Halloween party.
560,Fossils And The History Of Life (Scientific American Library Series),Presents and explores the solid evidence upon which much of the theory and the facts of evolution rest.
560,The Nemesis Affair: A Story of the Death of Dinosaurs and the Ways of Science,"Nemesis is the name given by scientists to a (theoretical) small companion star to our sun. Every 26 million years, Nemesis's orbit brings it close enough to the sun to bombard our solar system with billions of comets. While most of the comets will float harmlessly beyond the outer planets, some passing through the sun's Oort Cloud will be deflected by its gravitational force toward Earth. Such a ""large-body impact,"" the Nemesis theory holds, was responsible for the mass extinction that led to the demise of the dinosaurs. The next impact, millions of years from now, might very well extinguish humanity. In this lively, fascinating, and often disturbing book, updated and revised with the latest scientific evidence on terrestrial impacts, David M. Raup re-explores the controversies of the Nemesis theory from the trenches of the scientific community, and investigates the issues-both scientific and philosophical-of mass extinction. ""A fascinating insider's view of scientists at work-and at odds-on the issues of extinction, evolution, and the fate of dinosaurs."" --John Noble Wilford"
560,Spring for Sophie,"Sophie listens and watches for the signs of spring--the melting ice, the blue sky--until one day the raindrops come and spring is here."
