DDC,Title,description
002,Printer's Error: Irreverent Stories from Book History,"A funny and entertaining history of printed books as told through absurd moments in the lives of authors and printers, collected by television's favorite rare-book expert from HISTORY's hit series Pawn Stars. Since the Gutenberg Bible first went on sale in 1455, printing has been viewed as one of the highest achievements of human innovation. But the march of progress hasn't been smooth; downright bizarre is more like it. Printer's Error chronicles some of the strangest and most humorous   episodes in the history of Western printing, and makes clear that we've succeeded despite ourselves. Rare-book expert Rebecca Romney and author J. P. Romney take us from monasteries and museums to auction houses and libraries to introduce curious episodes in the history of print that have had a profound impact on our world. Take, for example, the Gutenberg Bible. While the book is regarded as the first printed work in the Western world, Gutenberg's name doesn't appear anywhere on it. Today, Johannes Gutenberg is recognized as the father of Western printing. But for the first few hundred years after the invention of the printing press, no one knew who printed the first book. This long-standing mystery took researchers down a labyrinth of ancient archives and libraries, and unearthed surprising details, such as the fact that Gutenberg's financier sued him, repossessed his printing equipment, and started his own printing business afterward. Eventually the first printed book was tracked to the library of Cardinal Mazarin in France, and Gutenberg's forty-two-line Bible was finally credited to him, thus ensuring Gutenberg's name would be remembered by middle-school students worldwide. Like the works of Sarah Vowell, John Hodgman, and Ken Jennings, Printer's Error is a rollicking ride through the annals of time and the printed word."
002,Lucy Steps Through the Wardrobe,"A girl finds her way through the back of a wardrobe into the magic land of Narnia and meets Mr. Tumnus, a faun, who invites her to tea."
002,The History of the Book in 100 Books,"Each of the 100 books chosen has played a critical role in the development of books in all their forms and with all that they bring: literacy, numeracy, technological progress and the expansion of scientific knowledge, religion, political theory, entertainment, and more."
002,Buried in Books: A Reader's Anthology,"For bibliophiles, life is full of tricky problems: wondering whether a small trunk full of reading material can be taken on board as hand luggage; how to smuggle yet another guilty stash of tomes past the nearest and dearest. But as Julie Rugg shows in this anthology, bibliophiles are by no means new. For centuries bookish types have been delving in bibliophilia. Buried in Books is a compilation of more than 350 literary extracts, quotations, and bon mots arranged in 14 chapters that cover   every aspect of bookish behavior: reading, buying, borrowing, recommending, hunting, even defacing. The selections range from short, pithy quotations to more extensive extracts, and they are taken from diaries, memoirs, novels, plays, and letters by authors from Samuel Pepys to Iain Sinclair, Laurence Sterne to Lucy Mangan. If you are an obsessive reader, stroke this book lovingly, listen as you riffle through the pages, and be proud: you are in good company."
002,Reading Matters: Five Centuries of Discovering Books,"It is easy to forget in our own day of cheap paperbacks and mega-bookstores that, until very recently, books were luxury items. Those who could not afford to buy had to borrow, share, obtain secondhand, inherit, or listen to others reading. This book examines how people acquired and read books from the sixteenth century to the present, focusing on the personal relationships between readers and the volumes they owned. Margaret Willes considers a selection of private and public libraries   across the period-most of which have survived-showing the diversity of book owners and borrowers, from country-house aristocrats to modest farmers, from Regency ladies of leisure to working men and women.Exploring the collections of avid readers such as Samuel Pepys, Thomas Jefferson, Sir John Soane, Thomas Bewick, and Denis and Edna Healey, Margaret Willes also investigates the means by which books were sold, lending fascinating insights into the ways booksellers and publishers marketed their wares. For those who are interested in books and reading, and especially those who treasure books, this book and its bounty of illustrations will inform, entertain, and inspire."
002,Aslan (The World of Narnia Series),"Peter, Susan, Edmund, and Lucy discover the enchanted land of Narnia where they witness the end of the White Witch's evil spell and meet Aslan, the great lion."
002,Vegetal and Mineral Memory - The Future of Books,"UMBERTO ECO INÉDITO Y VISIONARIO Un canto de amor a los libros y a su acumulación obsesiva, por «el escritor que cambió la cultura» ( Corriere della Sera ) «Umberto Eco cambió nuestra mirada sobre los libros: imprescindibles, pequeños, frágiles, a veces criminales, casi siempre salvadores. Un maestro que nos enseñó a entrelazar la sabiduría y el juego con su estilo sagaz y lúdico, con su asombrosa inventiva y certera lucidez.» -Irene Vallejo El libro es un seguro de vida, una   pequeña anticipación de la inmortalidad. El cerebro humano cuenta, desde el principio de los tiempos, con una memoria orgánica y otra mineral, grabada en piedras y tabletas de arcilla. Junto a ellas, de forma paralela, se ha desarrollado otra más profunda, silenciosa y revolucionaria: la memoria vegetal, impresa en papiros y en trapos hasta llegar al papel procedente del árbol que conocemos hoy. Su instrumento de supervivencia es el libro, objeto de amor y devoción durante siglos. Umberto Eco, el «humanista integral», según Fernando Savater, dedica estos textos inéditos e iluminadores a los bibliófilos como él, a los futuros bibliófilos y a los que todavía no saben que lo son. Un libro para aprender, deslumbrarse, emocionarse y seguir leyendo siempre. ENGLISH DESCRIPTION UMBERTO ECO UNEDITED AND VISIONARY   A song of love for books and their obsessive accumulation, by ""the writer who changed culture"" (Corriere della Sera)   'Umberto Eco changed our view of books: essential, small, fragile, sometimes criminal, almost always saviors. A teacher who taught us to intertwine wisdom and play with his shrewd and playful style, with his amazing inventiveness and accurate lucidity.' - Irene Vallejo   The book is life insurance, a little anticipation of immortality.   The human brain has, since the beginning of time, an organic and a mineral memory, engraved on stones and clay tablets. Along with them, in a parallel way, a more profound, silent and revolutionary one has developed: plant memory, printed on papyri and rags until it reaches the paper from the tree that we know today. His instrument of survival is the book, an object of love and devotion for centuries.   Umberto Eco, the 'integral humanist,' according to Fernando Savater, dedicates these unedited and illuminating texts to bibliophiles like him, to future bibliophiles and to those who still don't know they are. A book to learn from, be dazzled by, get excited about and to always keep reading."
002,The Love Affairs of a Bibliomaniac,"Eugene Field was born on 2nd September 1850 in St. Louis, Missouri. His mother died when he was six and his father when he was nineteen. His academic life was not taken seriously and he preferred the life of a prankster until, in 1875, he began work as a journalist for the St. Joseph Gazette in Saint Joseph, Missouri. In his career as a journalist he soon found a niche that suited him. His articles were light, humorous and written in a personal gossipy style that endeared him to his   readership. Some were soon being syndicated to other newspapers around the States. Field soon rose to city editor of the Gazette. Field had first published poetry in 1879, when his poem 'Christmas Treasures' appeared. This was the beginning that would eventually number over a dozen volumes. As well as verse Field published an extensive range of short stories including 'The Holy Cross' and 'Daniel and the Devil.' In 1889 whilst the family were in London and Field himself was recovering from a bout of ill health he wrote his most famous poem; 'Lovers Lane'. On 4th November 1895 Eugene Field Sr died in Chicago of a heart attack at the age of 45."
002,The Book (The MIT Press Essential Knowledge series),"The book as object, as content, as idea, as interface. What is the book in a digital age? Is it a physical object containing pages encased in covers? Is it a portable device that gives us access to entire libraries? The codex, the book as bound paper sheets, emerged around 150 CE. It was preceded by clay tablets and papyrus scrolls. Are those books? In this volume in the MIT Press Essential Knowledge series, Amaranth Borsuk considers the history of the book, the future of the book, and the   idea of the book. Tracing the interrelationship of form and content in the book's development, she bridges book history, book arts, and electronic literature to expand our definition of an object we thought we knew intimately. Contrary to the many reports of its death (which has been blamed at various times on newspapers, television, and e-readers), the book is alive. Despite nostalgic paeans to the codex and its printed pages, Borsuk reminds us, the term ""book"" commonly refers to both medium and content. And the medium has proved to be malleable. Rather than pinning our notion of the book to a single form, Borsuk argues, we should remember its long history of transformation. Considering the book as object, content, idea, and interface, she shows that the physical form of the book has always been the site of experimentation and play. Rather than creating a false dichotomy between print and digital media, we should appreciate their continuities"
002,Books and Readers in the Early Church: A History of Early Christian Texts,"This fascinating and lively book provides the first comprehensive discussion of the production, circulation, and use of books in early Christianity. It explores the extent of literacy in early Christian communities the relation in the early church between oral tradition and written materials; the physical form of early Christian books; how books were produced, transcribed, published, duplicated, and disseminated; how Christian libraries were formed who read the books, in what circumstances,   and to what purposes."
002,Scouts in Bondage: And Other Violations of Literary Propriety,An illustrated collection of whimsical book covers from the pre-World War II period offers insight into the role of comic art in publishing throughout the first decades of the twentieth century.
002,The Book: A Global History,"""This volume seeks to delineate the history of the production, dissemination, and reception of texts from the earliest pictograms of the mid-4th millennium to recent developments in electronic books.""--P. xi."
002,The Oxford Illustrated History of the Book,"In 14 original essays, The Oxford Illustrated History of the Book reveals the history of books in all their various forms, from the ancient world to the digital present. Leading international scholars offer an original and richly illustrated narrative that is global in scope. The history of the book is the history of millions of written, printed, and illustrated texts, their manufacture, distribution, and reception. Here are different types of production, from clay tablets to scrolls, from   inscribed codices to printed books, pamphlets, magazines, and newspapers, from written parchment to digital texts. The history of the book is a history of different methods of circulation and dissemination, all dependent on innovations in transport, from coastal and transoceanic shipping to roads, trains, planes and the Internet. It is a history of different modes of reading and reception, from learned debate and individual study to public instruction and entertainment. It is a history of manufacture, craftsmanship, dissemination, reading and debate. Yet the history of books is not simply a question of material form, nor indeed of the history of reading and reception. The larger question is of the effect of textual production, distribution and reception - of how books themselves made history. To this end, each chapter of this volume, succinctly bounded by period and geography, offers incisive and stimulating insights into the relationship between books and the story of their times."
002,Instant Expert: Collecting Books,"Everything you need to know: what is collectible, strategies for buying and selling, the value of an author autograph, how books are made and more. This is a comprehensive guide to online resources, conferences and conventions, shops, organizations and an annotated bibliography. For the millions of reader who love books!"
002,A Pocket Guide to the Identification of First Editions,None
002,Mr. Wiggle's Book,Mr. Wiggle describes in rhyme the ways careless readers hurt their books.
002,Miller's: Collecting Books,"Gives all the advice needed to build up a collection of books. The guide covers key collecting areas from modern first editions to cookery, natural history to sport, illustrated books to architecture. It contains information of binding techniques and restoration and a glossary of specialist terms."
002,Understanding Book Collecting,None
002,Book Collecting: A Comprehensive Guide,"Allen and Patricia Ahearn operate the Quill & Brush bookstore in Dickerson, Maryland, and online at www.QBbooks.com, where they specialize in first editions and other fine books. The business was started in 1976, although they have been buying and selling first editions since the mid-1960s. Their previous book is Book Collecting 2000."
002,Smoky Mountain Survival,"""Get behind me!"" Isaiah shouts, as the branches are snapping...""Something's coming!"" After discovering their newfound tradition and love for camping at the Grand Tetons, The Campground Kids anticipate their next adventure--exploring the Great Smoky Mountains National Park. Shortly after they arrive, the family receives bear encounter training. The Campground Kids soon understand why camping in the Smoky Mountains comes with great responsibility... Maddie screams. ""Get her quiet!"" Isaiah   yells over his shoulder. Though Sadie is close to screaming herself, she puts her hand over Maddie's mouth. Isaiah stands tall and readies his pocketknife as the brush ahead begins to part. Remembering his training, he lets out a battle cry... When put to the test, will Isaiah's knowledge and crafty skills save them from the dangers of the park's deep forest?"
002,Book Collecting 2000 : A Comprehensive Guide,"Like its previous editions--hailed as ""the standard guide to market worth"" (The Washington Post) and ""required reading"" (Southern Living)--Book Collecting 2000 is more than a simple listing.It is an exhaustive guide to the basics and finer points of book collecting and the book trade for novice and professional collectors, as well as dealers and librarians. It identifies which books to collect, where and how to buy them, and how to judge their condition and care for them, and provides a   glossary of trade terms and lists of dealers."
002,The Book: The Life Story of a Technology,"""This volume provides a broad overview of the printed book's development across many centuries, cultures, and in a variety of fields. It highlights the forerunners and offshoots of books that have come from and been dispersed to all corners of the globe. The creation of a single book requires diverse skills and techniques that have taken centuries to develop. This addition to the Greenwood Technographies series will give readers of all ages a greater appreciation for this familiar phenomenon   that is part of everyone's lives."" ""The volume includes a glossary of terms, a timeline of important events, and a selected bibliography of useful resources for further information.""--Jacket."
002,Antique Trader Book Collector's Price Guide,"This new edition of Antique Trader Book Collector's Price Guide provides readers with the information and values to carve a niche for themselves in a market where rare first editions of Jane Austen's Emma and J.K. Rowling's Harry Potter and the Philosophers Stone recently sold at auction for 254,610 dollars and 40,355 dollars respectively. Organized in 13 categories, including Americana, banned, paranormal and mystery, this guide discusses identifying and grading books, and provides   collectors with details for identifying and assessing books in 8,000 listings."
002,Pharaoh's Tomb (Cyberquest),"In a future world divided into the privileged Technocrats and the poor Plebots, Mok is taken from the slums of Old Newyork by the Committee to be part of an experiment in which the first test of his faith comes in ancient Egypt."
002,You Wouldn't Want to Live Without Books!,Uses humor in both text and illustrations to describe the history of books and how important they have been to civilization.
002,A Book of the Book: Some Works and Projections about the Book & Writing,"This is a collection of readings on the book as a mythic and material object. It includes commentaries and essays on 'the book', and discussions of specific artists' books. From William Blake to Gertrude Stein, Derrida to Duchamp."
002,Book Parts,"What would an anatomy of the book look like? There is the main text, of course, the file that the author proudly submits to their publisher. But around this, hemming it in on the page or enclosing it at the front and back of the book, there are dozens of other texts - page numbers and running heads, copyright statements and errata lists - each possessed of particular conventions, each with their own lively histories. To consider these paratexts - recalling them from the margins, letting them   take centre stage - is to be reminded that no book is the sole work of the author whose name appears on the cover; rather, every book is the sum of a series of collaborations. It is to be reminded, also, that not everything is intended for us, the readers. There are sections0that are solely directed at others - binders, librarians, lawyers - parts of the book that, if they are working well, are working discreetly, like a theatrical prompt, whispering out of the audience's ear-shot. 0'Book Parts' is a bold and imaginative intervention in the fast growing field of book history: it pulls the book apart. Over twenty-two chapters, 'Book Parts' tells the story of the components of the book: from title pages to endleaves; from dust jackets to indexes-and just about everything in between. 'Book Parts' covers a broad historical range that runs from the pre-print era to the digital, bringing together the expertise of some of the most exciting scholars working on book history today in order to shine a new light on these elements hiding in plain sight in the books we all read."
002,A Booklover's Companion,"With smart tear-off pad and a pocket for filing filled-in cards, this is the perfect companion for any avid reader or book group member. Each card has space for you to write down the Title and Author of a book and who it was Recommended By, followed by your favourite Quotes from the book, and finally your Thoughts on what you've read. Featuring an eye-catching cover image, an elastic pen-holder band, a pencil, and handy tear-off pages. ""A Book Lover's Companion"" is both practical and fun to   use.-In the same series as ""Entertaining Plans"" and ""Cooking Plans"".-Fun to use and a great keepsake for lovers of the written word."
002,Art of the Book: From Medieval Manuscript to Graphic Novel (Victoria and Albert Museum Studies),"""Illuminated Manuscripts, comics, fine bindings, the classics of children's literature, artists' books and their working documents - these are just some of the items to be found in the National Art Library at the V & A. This volume explores the ways in which books represent art and literature, and how the marriage of word and image can create a work of art in its own right."" ""In a series of thematic chapters, the authors draw on their wide-ranging expertise to look at the Library's major   holdings, and in the process illustrate the main aspects of book design and production over the centuries. With medieval books of hours sitting alongside contemporary paperback novels, the choice is wonderfully varied, from Leonardo da Vinci to Sir Eduardo Paolozzi, Joan of Arc to Judge Dredd, Aesop to Charles Dickens, and Babar the Elephant to Ian Fleming."" ""The colour plates, accompanied by a clear and informative text, demonstrate the many facets of the art of bookmaking. This compendium, spanning six centuries, will be of interest to all those with a love of art, literary history and illustration.""--BOOK JACKET./n?R?."
002,Provenance research in book history : a handbook,This handbook surveys the different kinds of ownership evidence to be found in books and brings together a wide range of information and bibliographical references to provenance research. Features of this text include: a list of mottoes used by owners in the 16th and 17th centuries; details of donors' registers for historic libraries; a survey of published and unpublished provenance indexes for libraries in Britain and North America; a list of major bookplate collections; and notes on   collections of booksellers' catalogues (particularly of the 18th and 19th centuries which have no existing bibliography).
002,The Book of Books: 500 Years of Graphic Innovation,"A profusely illustrated visual history of the printed book, from bibles to children's books to modern photography collections, that will delight and inform bibliophiles everywhere. Since the fifteenth century, the printed book has been an essential carrier of information. And, for more than five hundred years, there have been designers, printers, and publishers who have extended the boundaries of their professions aesthetically and technically, producing books that are masterpieces of   graphic art. This sumptuous collection tells the history of the printed book through milestone publications and little-known treasures of the art of the book. The noted originators range from Jenson and Bellaert in the fifteenth century through Piranesi, Bodoni, and Bewick to Morris, Gill, Tschichold, and Birdsall in the modern age. The featured publications include The Nuremberg Chronicle from 1493--a masterpiece of integrated text and illustration; Maria Sibylla Merian's book of insects from 1719; Muybridge's 1887 Animal Locomotion; a photomontage book by John Heartfield published in 1929; and a 1937 edition of The Frogs by Aristophanes, produced by the Limited Editions Club of New York. 685+ color illustrations."
002,Robin Ince's Bad Book Club: One Man's Quest to Uncover the Books That Taste Forgot,"Is hideous prose and ghastly poetry more fabulous than great literature? Determined to find out, award-winning comedian Robin Ince has spent most of the 21st century rummaging through charity shops, jumble sales, and even the odd skip to compile the defining collection of the world's worst inadvertently hilarious books. This book will guide you through the hinterland of celebrity autobiography, unearthing underappreciated classics such as those by It Ain't Half Hot Mum's Don Estelle and the   brother of a former PM (MAJOR MAJOR). It offers a detailed study of romance sub-genres, from the equine (DIAMOND STUD) to the gynaecological (SIGN OF THE SPECULUM). And it will prove invaluable to anyone who wants to know THE SECRETS OF PICKING UP SEXY GIRLS. Above all, the Book Club is a manual - almost a life guide - training you up for membership of the Grand Order of Curators of Books That Should Never Have Been. Join the club."
002,"Print, Manuscript and the Search for Order, 1450-1830","This magisterial study re-examines fundamental aspects of what has been termed the printing revolution of the early modern period. David McKitterick argues that many of the changes associated with printing were only gradually absorbed over almost 400 years, a much longer period than usually suggested. From the 1450s onwards, the printed word and image became familiar in most of Europe. For authors, makers of books, and readers, manuscript and print were henceforth to be understood as   complements to each other, rather than alternatives. But while printing seems to offer more textual and pictorial consistency than manuscripts, this was not always the case. McKitterick argues that book history and bibliography have been dominated by notions of the uses of the early printed book that did not come into existence until the late nineteenth century, and he invites his readers to work forward from the past, rather than backwards into it."
002,Anathema!,None
002,Book Repair for Booksellers: A guide for booksellers offering practical advice on book repair,"A handy guide for booksellers and book collectors offering practical advice on how to improve the quality and look of your books and ephemera. Finally a book on book repair for the rest of us. Clear, easy to follow directions for repairing books at home or in the shop. Includes torn pages, shaken spines, library pockets, bookplates, stickers, crayon, writing, insects, leather care and much more. 88 pages."
002,Miller's Collecting Modern Books,"This guide examines what you need to know about collecting British and American books from the late 19th century to 2002. It includes chapters on all of the major areas - literature, children's, illustrated, fine printing and binding - and explains the factors that influence value."
002,The Bibliomania or Book-Madness,"'A passion for possessing books, not so much to be instructed by them, as to gratify the eye by looking on them': thus is described 'bibliomania' by one of the characters of Thomas Frognall Dibdin, in this humorous novel first published in 1809. Introduced in English at the end of the 18th century, the term 'bibliomania' gained popularity with the publication of Dibdin's eponymous work. Using the entirely revised 1811 edition, this reissue brings back to life Dibdin's bibliomaniac characters   and their playful dialogues on the nature and history of book collecting, and, most importantly, on the dangers of the 'fatal disease' that is bibliomania, its strange manifestations - such as the 'vellum', 'first edition', and 'unique copies' symptoms - and its possible cure. The author of numerous bibliographical works, Dibdin provides erudite comments and clarifications to his characters' dialogues in a parallel narrative of footnotes."
002,Owlet's First Flight,A hesitant young owl leaves his nest for the first time and explores the nighttime on his own.
002,Hippo Goes Bananas!,"As animals tell one another about Hippo's strange behavior, each makes up something terrible to add to the story, until they are frightened that Hippo will destroy the Serengeti itself."
002,Scribbles in the Margins: 50 Eternal Delights of Books,"SHORTLISTED FOR THE BOOKS ARE MY BAG READERS AWARDS!We lead increasingly time-poor lifestyles, bombarded 24/7 by petrifying news bulletins, internet trolls and endless noises. Where has the joy and relaxation gone from our daily lives? Scribbles in the Margins offers a glorious antidote to that relentless modern-day information churn. It is here to remind you that books and bookshops can still sing to your heart. Warm, heartfelt and witty, here are fifty short essays of prose poetry   dedicated to the simple joy to be found in reading and the rituals around it. These are not wallowing nostalgia; they are things that remain pleasurable and right, that warm our hearts and connect us to books, to reading and to other readers: smells of books, old or new; losing an afternoon organising bookshelves; libraries; watching a child learn to read; reading in bed; impromptu bookmarks; visiting someone's home and inspecting the bookshelves; stains and other reminders of where and when you read a book.An attempt to fondly weigh up what makes a book so much more than paper and ink - and reading so much more than a hobby, a way of passing time or a learning process - these declarations of love demonstrate what books and reading mean to us as individuals, and the cherished part they play in our lives, from the vivid greens and purples of childhood books to the dusty comfort novels we turn to in times of adult flux. Scribbles in the Margins is a love-letter to books and bookshops, rejoicing in the many universal and sometimes odd little ways that reading and the rituals around reading make us happy."
002,Book Madness: A Story of Book Collectors in America,The fascinating history of American bookishness as told through the sale of Charles Lamb's library in 1848.
002,The Book at War: Libraries and Readers in an Age of Conflict,"Propaganda, pulp fiction, spies and censorship: the fascinating and action-packed story of books in wartime. Chairman Mao was a librarian. Stalin was a published poet. Evelyn Waugh served as a commando - before leaving to write Brideshead Revisited. Since the advent of modern warfare, books have all too often found themselves on the frontline."
002,"Collected Books: The Guide to Values, 2002 Edition","Here is the largest and most comprehensive single-volume guide to current market values of collectible books in America. Used by most book dealers and serious collectors in the country, this guide explains how to identify first editions of books and covers a wide range of subjects, including Americana, early printed books, literature, mysteries, science fiction, children's books, natural history, photography, and travel. Prices range from $200 for Charles Frazier's Cold Mountain, to $750,000   for the original London 1865 edition of Alice's Adventures in Wonderland, and beyond. Bibliography."
002,Words about Pictures: The Narrative Art of Children's Picture Books,"A pioneering study of a unique narrative form, Words about Pictures examines the special qualities of picture books--books intended to educate or tell stories to young children. Drawing from a number of aesthetic and literary sources, Perry Nodelman explores the ways in which the interplay of the verbal and visual aspects of picture books conveys more narrative information and stimulation than either medium could achieve alone. Moving from ""baby"" books, alphabet books, and word books to such   well-known children's picture books as Nancy Ekholm Burkert's Snow White and the Seven Dwarfs , Gerald McDermott's Arrow to the Sun , Maurice Sendak's Where the Wild Things Are , and Chris Van Allsburg's The Garden of Abdul Gasazi , Nodelman reveals how picture-book narrative is affected by the exclusively visual information of picture-book design and illustration as well as by the relationships between pictures and their complementary texts."
002,The Late American Novel: Writers on the Future of Books,"The way we absorb information has changed dramatically. Edison's phonograph has been reincarnated as the iPod. Celluloid went digital. But books, for the most part, have remained the same--until now. And while music and movies have undergone an almost Darwinian evolution, the literary world now faces a revolution, a sudden change in the way we buy, produce, and read books. Scholars, journalists, and publishers have turned their brains inside out in the effort to predict what lies ahead, but   who better to comment on the future of the book than those who are driven to write them? In The Late American Novel , Jeff Martin and C. Max Magee gather some of today's finest writers to consider the sea change that is upon them. Lauren Groff imagines an array of fantastical futures for writers, from poets with groupies to novelists as vending machines. Rivka Galchen writes about the figurative and literal death of paper. Joe Meno expounds upon the idea of a book as a place set permanently aside for the imagination, regardless of format. These and other original essays by Reif Larsen, Benjamin Kunkel, Victoria Patterson, and many more provide a timely and much-needed commentary on this compelling cultural crossroad."
