DDC,Title,description
309,The Chivalrous Society,"""Georges Duby in productivity and originality stands at the forefront of active medievalists in France and in the world. The present collection contains 15 of his short articles, most but not all of which appear in English for the first time. . . Of capital interest are his several essays that explore the evolution of nobility, knighthood, the noble family, and the ideals of chivalry across the central Middle Ages. They are both a summary and the point of departure of current research into the medieval aristocracy .... Indispensable."" -- Choice ""[A] valuable collection. The title is exact. But it is no coffee-table account of courtly life eked out with colour photos of an author's subsidized holiday. It is an interlocking series of studies about the structure of families, the nature of knighthood and nobility, changes of attitudes towards kinship, and the influence of new clerical ideas . . . . Duby shows us noble families becoming specifically knightly, acquiring heritable toponymies, clustering round the patrimony, emphasizing the male line and the eldest born save when the female is an heiress, and in the course of time forming a homogeneous noble class whose members by St. Louis's age, whatever else they are, are gentilhommes. Passion is not spent, but canalized against the enemies of Christ. The discrete themes of undergraduate medieval history are in reality one complex whole: land, wives, dynasty war, celibacy, vows, pilgrimage, crusade, nobility."" -- Times Literary Supplement ""Duby's researches in medieval agrarian and social history have established him as one of the leading international authorities in those areas. This volume brings together 15 of his most significant articles. The book represents the best of 'the new history.""' -- Library Journal"
309,"Economics, Peace and Laughter","Cover title: Economics, peace, and laughter. Includes bibliographical references."
309,Roman Social Relations: 50 BC to AD 284,"""In this interesting and suggestive book, Professor MacMullen views anew an important and rather neglected aspect of Roman social relations. A perceptive and sensitive interpreter, he has drawn widely upon the scattered and unorganized evidence about the poorer classes, rural and urban, in much of the Roman Empire, and presents a fresh picture of their conditions, attitudes and aims.""-T. Robert S. Broughton""Ramsay MacMullen's work is always provocative and illuminating. This book is no exception...Through good writing, clear presentation, and outstanding common-sense judgment the author has given us chapters to be read with pleasure by a large audience. Specialist or not...This fine book represents for us what we may legitimately know of ancient society.""-American Historical Review""Much of the evidence which MacMullen uses in his narrative is illuminating, much of the analysis and argument lucid and compelling....Roman Social Relations is an interesting and lively book [that] should certainly be read by anyone interested in the social history of the ancient world.""-Journal of Social HistoryRamsay MacMullen is the author of Paganism in the Roman Empire and Roman Government's Response to Crisis, A.D. 235-337, among other works. He is Dunham Professor of History and Classics at Yale University and is currently president of the Association of Ancient Historians."
309,Culture Against Man,"Bestselling author Suzanne Brockmann blends high adventure, harrowing drama, and heart-racing passion into thrilling novels of suspense. Whether tackling danger or wrestling with desire, her elite heroes and heroines never fail to give their all, in stories that soar above and beyond expectations. Now, in her electrifying new novel, Brockmann takes us INTO THE STORM. In a remote, frozen corner of New Hampshire, a Navy SEAL team and the elite security experts of Troubleshooters, Incorporated are going head-to-head as fierce but friendly rivals in a raid-and-rescue training exercise. Despite the frigid winter temperatures, tension smolders between veteran SEAL Petty Officer Mark ""Jenk"" Jenkins and former cop turned Troubleshooter Lindsey Fontaine after an impulsive night goes awry. And then, suddenly, Tracy Shapiro, the Troubleshooters' new receptionist, vanishes while playing the role of hostage during a mock rescue operation. Teaming up with the FBI to launch a manhunt in the treacherous wilderness, Jenk and Lindsey must put aside their feelings as a record snowstorm approaches, dramatically reducing any hope of finding Tracy alive. The trail is colder than the biting New England climate until a lucky break leads to a horrifying discovery-a brutally murdered young woman wearing the jacket Tracy wore when she disappeared. Suddenly there is a chilling certainty that Tracy has fallen prey to a serial killer-one who knows the backwoods terrain and who doesn't play by the rules of engagement. In a race against time, a raging blizzard, and a cunning opponent, Jenk and Lindsey are put to the ultimate test. Rising everything, they must finally come together in a desperate attempt to save Tracy-and each other. ""From the Hardcover edition."""
309,Restoring the American Dream,"""Restoring the American Dream is a follow up to Robert Ringer's bestselling classic. In Restoring the American Dream, Ringer continues to expose the myriad of problems created by big government (including inflation, high taxes, the energy crisis, and excessive regulation), and prescribed freedom, individualism, and opportunity as the solution. Ringer dedicated the book to ""men and women throughout the world who practice individualism and self-responsibility, who do not covet the fruits of the labor of others, [and] who respect every person's right to sovereignty over his own life.""Ringer points out many of the problems in the financial state of the government and explores the basic premise that nothing is more precious than individual rights. It is a rallying cry to a return to limited government and individual freedom""--"
309,America in Our Time: From World War II to Nixon What Happened and Why,"America in Our Time is a history of the turbulent years between the end of World War II and the fall of Richard Nixon. Focusing on the 1960s, the book debunks some of the myths about that much misremembered decade. Godfrey Hodgson pioneers the idea that in the 1950s a ""liberal consensus"" governed American politics, by which conservatives accepted the liberal domestic policy of the welfare state, while all but a few liberals shared the conservative foreign policy of Cold War ""containment.' The book shows in rich detail how that consensus was shattered by the converging blows of racial upheaval, the Vietnam War, and a pervasive crisis of authority in American society, all the way from the family to the White House, opening the way for a new conservatism. Hodgson has added an afterword that looks back at the events covered in the book from the perspective of almost thirty years since it was published."
309,Notes from China,"During the summer of 1972, a few short months after Nixon's legendary visit to China, master historian Barbara W. Tuchman made her own trip to that country, spending six weeks in eleven cities and a variety of rural settlements. The resulting reportage was one of the first even-handed portrayals of Chinese culture that Americans had ever read. Tuchman's observations capture the people as they lived, from workers in the city and provincial party bosses to farmers, scientists, and educators. She demonstrates the breadth and scope of her expertise in discussing the alleviation of famine, misery, and exploitation; the distortion of cultural and historical inheritances into ubiquitous slogans; news media, schools, housing, and transportation; and Chairman Mao's techniques for reasserting the Revolution."
309,A Mother's Disgrace,"A Mother's Disgrace is the intimate and moving account of the search for origins and identity by respected author, broadcaster, essayist and translator, Robert Dessaix. Adopted as a baby towards the end of World War II, Robert grew up haunted by ""a shaft of silence"" surrounding the question of his natural mother's identity, and of his identity and sexuality. In this touching memoir, he recounts the story of a most unusual childhood on Sydney's North Shore; of his fascination with Russia and his years spent in Cold War Moscow; and of his restless wanderings around the world."
309,Society and Democracy in Germany,"“. . . irresistibly intelligent, easy to read, and not overburdened by the sections of sociological theory it necessarily contains. It is often amusing and often brilliantly rude.”– New York Book Review"
309,Social Thought in America: The Revolt Against Formalism,None
309,Japan As Number One: Lessons for America,"Based on the most up-to-date sources, as well as extensive research and direct observation, Japan as Number One analyzes the island nation's development into one of the world's most effective industrial powers, in terms of not only economic productivity but also its ability to govern efficiently, to educate its citizens, to control crime, to alleviate energy shortages, and to lessen pollution. Ezra Vogel employs criteria that America has traditionally used to measure success in his thoughtful demonstration of how and why Japanese institutions have coped far more effectively than their American counterparts."
309,Poverty and Progress: Social Mobility in a Nineteenth Century City (Joint Center for Urban Studies),"No detailed description available for ""Poverty and Progress""."
309,"Ireland before the famine, 1798-1848","This outstanding survey of Irish history between 1798 and the Famine looks at the origins, course and consequences of the changes which swept through Irish life at that time."
309,The Killer Koala: Humorous Australian Bush Stories,"Avec ses redoutables crocodiles, ses koalas f roces et ses cochons sauvages assoiff s de sang, l'impitoyable bush australien reste un territoire indompt . Et ce n'est pas Kenneth Cook qui aurait pu l'apprivoiser Cook a r uni, peu avant sa disparition, ces histoires courtes toutes plus hilarantes les unes que les autres, inspir es par ses tribulations travers l'Australie. D'apr s lui, chacune de ces quinze rencontres avec la faune sauvage s'est d roul e comme il le raconte ici, m me si elles paraissent incroyables. D paysement garanti, dans un grand clat de rire. Quinze p pites efficaces, hilarantes, garanties autobiographiques 100%, qui parviennent faire douter d'animaux aussi pr tendument inoffensifs que la peluche ponyme. Dominique Aussenac, Le Matricule des Anges. Une lecture des plus instructives, pour voyager en pays lointain tout en se payant de sacr es tranches de rigolade. David Fontaine, Le Canard encha n ."
309,Principios de urbanismo (La carta de Atenas),""" ʹ Ơ ł ư ı ʺ ư ư"" æ ư ł £ Ư ư ł ơ £ æ đ ơ æ ư ð æ ơ æ ư "" ơ ư Ư ư ð £ ư ʼ ơ ł "" ʺ ư ł £ æ ð ư £ ð ʼ. æ ʼ ı ʺ ð æ ł ł £ ł đ £ ł ʺ ư ð ł Ơ ʺ ư æ ư ð ł Ơ ʺ ư æ þ ʺ ơ æ ł æ ơ £ ð ʼ ł ư £ ð þ ơ ʺ ʺ , ð ł £ £ þ £ þ æ ð ł æ æ 1950 ð ł £ 1960. £ Ơ £, ư æ œ ư ư ł ʺ ı æ ư Ư ư ł ł ư æ ð ʼ ơ ł ư £ Ư ʺ đ ư ʺ æ þ ơ ł , ư œ æ £ ł ư ł £ Ơ ı æ £ æ 19 ð ł £ 20 ł £ ư ł đ £ ł ʺ ư ł ư £ ơ æ £ ʺ ư ø ʺ ơ Ơ ư ư æ ư. ʼ æ ư ł £ ʺ ʺ æ ʺ ư £ ð ʼ Ư ð þ ʺ ʺ "" ʹ Ơ ł ư ı ʺ ư ư"", ơ æ £ ł ơ ø Ơ ư æ £ ơ £ ł æ £ ł đ đ ʼ ł £ Ư ð ư ł £ đ Đ ʺ ơ ł £ þ ʺ ð ł £ Ư ư ł æ ơ æ ơ æ £ £ ð Ư ł æ £ ư đ ư ư ł £ æ ð ư ư- æ þ ơ ư £ đ ł ư þ ʺ ð ł £ £ ơ Ư ư ʺ ø æ Ư đ đ £ ."
309,Sex and society in Shakespeare's age: Simon Forman the astrologer,None
309,The People,None
309,Life History and the historical Moment,Includes sections on Sigmund Freud and his letters to Fleiss; and Gandhi and nonviolence.
309,The Lunchroom of Doom,"After one of its members is banned from the school lunchroom, the Watson Elementary School Werewolf Club has lunch at Tom's Tibetan-American Lunchroom, where they run into alien meatballs."
309,Drawing the Line: The Political Essays of Paul Goodman,None
309,Storm Surfer (Jake Maddox Girl Sports Stories),"Jill never thought her week at surf camp would be interrupted by a hurricane, but one is heading for the North Carolina coast. She knows to stay away from the water when a storm is coming. But Abby and Sara think surfing in a hurricane will be amazing. Who will save them when the waves get out of control? Wes, the local guy whose waves the girls always steal? Jill, who they pushed off her surfboard? Or Meg, who can barely stand on her board? Time is running out, and the storm is coming."
309,Progress and disillusion: The dialectics of modern society (Britannica perspective),Donacio?n del Prof. Hugh Berrington.
309,The Vendée,"In the countryside of western France, one of the most backward parts of the country, rebellion broke out in March, 1793...This was the rebellion of the VendÉe, and its gory story has often been told. Professor Tilly does not attempt a new description: he gives us, rather, a socio-economic analysis of the circumstances leading up to the rebellion, placing political developments in novel and suggestive sociological perspective...Professor Tilly provides not diverting relaxation but intellectual pleasure. His is an important book. Clarity, sense of humor and the avoidance of any kind of jargon make it also singularly readable."
309,Miss Pickerell to the Earthquake Rescue,Earthquakes in a nearby county and the disappearance of three earthquake-prevention scientists bring Miss Pickerell on the run to tackle the crises.
309,China: The Revolution Continued,"Social research follow up study of a village in China, with particular reference to the impact of the revolutionary social movement on rural development and local level public administration - covers social participation of rural workers, cultural change, political aspects, social change affecting the role of women and intellectuals, etc."
309,Revolutionary Nonviolence,None
309,Real Life: Louisville in the Twenties,"A photographic essay that chronicles life in Louisville, Kentucky in the 1920s. This book is about people who passed through the First War on their way to the Great Depression. During the war, they had experienced government intervention and regulation of their food, their labor, and their thoughts more severe than their grandparents had experienced during the Civil War."
309,Who Dunnit?: How to Be a Detective in Ten Easy Lessons,"Ten top-secret case files, each with a two minute mystery, a mystery riddle or secret code and detective puzzles and tips."
309,Privileged ones : the well-off and the rich in America,"Interviews the well-off children ranging in age from five to fourteen substantiate a study of the children of affluent families that reveals surprising forms of suffering, peculiar anxieties, and striking uniformity in behavior and concerns."
309,MR. MONSTER (Bank Street Ready-to-Read),"Eli's brother comes up with a great scheme to rid their room of Eli's many toy monsters, but then the plan backfires."
309,The social structure of revolutionary America,"Professor Main's conviction is that an understanding of political history in Colonial America depends on a knowledge of the country's underlying social structure. To provide this he examines different types of societies in revolutionary America between 1763 and 1788: frontier, subsistence farm, commercial farm, urban. He studies in detail the nature of land ownership, distribution of property and income, relations between income levels and culture, and the extent of social mobility. Thousands of probate and. tax records are examined to provide an analysis of the economic class structure of a new nation. Traditional historical techniques are combined with a conceptual framework from sociology relating to class structure, stratification, and mobility. Originally published in 1965.The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These editions preserve the original texts of these important books while presenting them in durable paperback and hardcover editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905."
309,The End of the Old Order in Rural Europe,"The eighteenth and nineteenth centuries witnessed the transformation of the old rural order to the modern class society. While historians have studied this transition as it occurred in individual countries, Jerome Blum offers the first view of it as a European experience tha transcended political frontiers. Originally published in 1978. The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These editions preserve the original texts of these important books while presenting them in durable paperback and hardcover editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905."
309,Ante-Bellum Reform (Interpretations of American History),None
309,Moving toward a new society,None
309,Notes from the frontier,None
309,Mekka in de tweede helft van de negentiende eeuw : schetsen uit het dagelijks leven,"From 1884-1885, Christiaan Snouck Hurgronje stayed in Mecca. He became intimately acquainted with the daily life of the Meccans and the thousands of pilgrims from all over the world. This volume deals with social and family life, funeral customs and marriage. It is a unique insight in one the most important places in islamic culture. With a new foreword by Jan Just Witkam"
309,Community Technology,"This is probably the most important section in the while catalog. With the times a'changin' as they are, we all need to better prepared for the uncertain changes ahead. The books in this section will give you a head start.In the 1970s, the late Karl Hess participated in a five-year social experiment in Washington D.C.'s Adam-Morgan neighborhood. Hess and several thousand others labored to make their neighborhood as self-sufficient as possible, turning to such innovative techniques as raising fish in basements, growing crops on rooftops and in vacant lots, installing self-contained bacteriolocial toilets, and planning a methanol plant to convert garbage to fuel. There was a newsletter and weekly community meetings, giving Hess and others a taste of participatory government that changed their lives forever."
309,We Have Eaten the Forest,"International in scope, this series of non-fiction trade paperbacks offers books that explore the lives, customs and thoughts of peoples and cultures around the world. This is the story of a Montagnard village in the central highlands of Vietnam."
309,"Lumpenbourgeoisie: lumpendevelopment; dependence, class, and politics in Latin America",None
309,The new anatomy of Britain,None
309,"The world of nations;: Reflections on American history, politics, and culture","History. Politics. Nonfiction. HTML:The world of nations is the world men have made, in contrast to the world of nature. Seeking to understand the civil society Americans have made, Christopher Lasch, author of The Agony of the American Left , reexamines the liberal and radical traditions in the United States and the limitations of both, along the way challenging a number of accepted interpretations of American history."
309,"Modernization: The Transformation of American Life, 1600-1865",None
309,In Our Time,Eric Hoffer--one of America's most important thinkers and the author of The True Believer--approaches the critical problems of our time with the common sense that leads to startling conclusions and recommendations for an optimistic future. (Restored to print by noted author Christopher Klim.)
309,The Dream House,The stormy winds and friendly children help Lucas transform his tower-house into the home of his dreams.
309,"Peasants, Knights and Heretics",None
309,People and plans; essays on urban problems and solutions,"Sociological study of community development objectives of urban planning in the USA and of urban area poverty and racial segregation (discrimination) - covers the importance of social structure and economic structure issues, neighbourhood and cultural factors in modern society, the processes by which environment influences behaviour, Blacks in slum areas, etc., and suggests that planners must pay more attention to people' s primary values and to the obstacles, in the community and in society, to what they consider the 'good life'. References."
309,Workers' Paradise Lost; Fifty Years of Soviet Communism: A Balance Sheet.,None
309,"The rise of industrial society in England, 1815-1885",None
309,Some Other Summer,"A thirteen-year-old orphan is baffled and upset when her long-time friend Jeremy comes to spend the summer on her uncle's horse ranch and seems to ignore her. Continues the story of ""The Magic of the Glits."""
309,The Ice Princess (Silver Blades),"Hoping to advance her skating career, Tori neglects her friends when Elyse Taylor, an Olympic champion skater, comes to stay at her house, until she discovers that Elyse is not really who she appears to be."
309,The Journal of the Century,A compilation of nearly 100 years of Ladies' Home Journal.
309,The Shadow: Latin America Faces the Seventies,None
309,Peoples of Africa,This book contains the anthropological analyses of fifteen different tribal groups of sub-Saharan Africa.
309,The Not-so-wicked Stepmother (Picture Puffins),"Expecting her new stepmother to be mean, ugly, and horrible, Hessie is surprised and confused to find her not wicked at all."
309,Latin American Radicalism: A Documentary Report on Left and Nationalist Movements,None
309,No Easy Victories,None
309,Almost Ten and a Half,"Kobie Roberts feels that she doesn't need parents anymore. Kobie figures her chance to be on her own has arrived when her mother is in the hospital and a kind, elderly housekeeper is hired."
309,Remember Me,"At eighteen Liz was separated from her first true love. Across the miles she dreamt of the day he would return to marry her, but fate had other plans and love was lost.Thirty-seven years later, she picks up the telephone to hear a voice from the past that still has the power to stop her in her tracks. This is an extraordinary, true story of love lost, and love found. Crossing continents and decades it is testament to the power of passion and the triumph of the heart."
309,Latin America: Underdevelopment or Revolution,"In his second book, Andre Gunder Frank expands on the theme presented in his influential study Capitalism and Underdevelopment in Latin America. It is the colonial structure of world capitalism, in his view, which produced and maintains the underdevelopment characteristic of Latin America and the rest of the Third World. This colonial structure penetrates everywhere in Latin America, forming and transforming all its features in obedience to its own imperatives and thereby imposing upon the region those characteristic features of poverty and backwardness which are not primarily the remnants of an ancient ""feudal"" past but the direct products of capitalism. This development of underdevelopment will persist, Frank argues, until the people of Latin America free themselves from world capitalism by means of revolution."
309,Puerto Rican neighbor,None
309,In my father's house,"As with her previous books P TPuberty Blues' (co-authored with Kathy Lette) and TJust Us' P this book is autobiographical. It deals with father-daughter relations and her father's suicide, and looks at how different cultures deal with death."
309,Open Spaces: The Life of American Cities,None
309,Poverty and the Industrial Revolution,None
309,First Day of School,Chuck E. is nervous about his first day at school.
309,"The Federal Bulldozer: A Critical Analysis of Urban Renewal, 1942-1962",None
309,Class Struggles in the USSR 2nd Period: 1923-1930,None
309,Urban Design as Public Policy,None
309,Americans,None
309,Victorian people; in life and in literature,Contrasts the reality with the literary portrayal of the social conditions and daily life of various classes of Victorian people.
309,At home in the world: The Peace Corps story,None
309,More equality,"""For more than thirty years, Kevin Phillips' insight into American politics and economics has helped to make history as well as record it. Now he turns his attention to the United States' history of great wealth and power, a sweeping cavalcade from the American Revolution to what he calls ""the Second Gilded Age"" at the turn of the twenty-first century."" ""The Second Gilded Age has been staggering enough in its concentration of wealth to dwarf the original Gilded Age a hundred years earlier. However, the tech crash and then the horrible events of September 11, 2001, pointed out that great riches are as vulnerable as they have ever been. In Wealth and Democracy, Kevin Phillips charts the ongoing American saga of great wealth - how it has been accumulated, its shifting sources, and its ups and downs over more than two centuries. He explores how the rich and politically powerful have frequently worked together to create or perpetuate privilege, often at the expense of the national interest and usually at the expense of the middle and lower classes.""--Jacket."
309,Notes and sketches of New South Wales during a residence in the colony from 1839 to 1844,"Louisa Anne Meredith (1812-1895) had published poetry, journalism, and books on flowers before emigrating to Australia in 1839. Her account of her journey there and her early impressions of the people were somewhat derogatory, and caused considerable offence in Sydney, although the book was widely read both in Australia and in England. However, her lyrical descriptions of nature were extremely popular, and she was also a talented illustrator of her own work. She published some twenty books, and many other writings, making her one of the most commercially successful women writers in Australia. Her My Home in Tasmania (1852) is also reprinted in this series. Her books remain valuable as a source of information on the social history of Australia in the mid-nineteenth century, and also on natural history. For more information on this author, see http://orlando.cambridge.org/public/svPeople?person_id=merelo"
309,Israel Pocket Library: Society,None
309,"The Rebellious Century, 1830-1930","Consistently provocative, thoroughly original In its methods and conclusions. The Rebellious Century: 1830-1930 questions virtually every popular or scholarly assumption about the conditions underlying collective violence. Written by a sociologist, an historian, and an economist, the study presents a comparative history of group actions leading to violence In France, Italy, and Germany. The book demonstrates how urbanization, industrialization, and the concentration of political power in these and other Western countries have affected the means ordinary people have had to act together on their grievances and aspirations. The authors' findings not only shed light on the past but have relevance for today. By using violence as a ""tracer"" of change the Tillys: challenge Durkheim's ""breakdown"" thesis that identifies protest as the eruption of fragmented, disadvantaged, uprooted social groups; undermine standard characterizations of collective violence as the immediate consequence of hunger, unemployment, inflation, and other forms of material deprivation; and reject the ""collective behavior"" treatment of violent movements as deviant and irrational. For all three countries, the Tillys relate economic and political transformations to collective action and mass violence. They find that whether people acted to retain group rights (food riots, tax rebellions, land occupations) or to gain them (strikes, demonstrations, coups), the outcome depended on the political positions of the actors and the repressive policies of the government. Active participants in collective violence tended to come from organized groups already in control of significant political resources. The extent and character of violence, however, depended strongly on how governments reacted to challenges. Readable, thoughtful, persuasive, and free of jargon or elaborate theoretical formulations, this work draws on years of research with European newspapers, local studies, and archival materials and builds unobtrusively on the most extensive quantitative analyses of long-run changes in collective action which have ever been done. It contributes to history, to social science, and to everyday thinking about conflict."
309,The silent revolution; the industrial revolution in England as a source of cultural change,"In ""Joseph Conrad: A Biography,"" acclaimed writer Jeffrey Meyers presents the definitive account of the life of Joseph Conrad (1857-1924), author of ""Heart of Darkness,"" ""Lord Jim,"" ""Nostromo,"" and many other landmarks in modern literature. Meyers' biography, published for the first time in paperback by Cooper Square Press, is the first biography of the author in many years.""Joseph Conrad"" brings to light new information about Conrad's life and its impact on his fiction: new models emerge for his characters, including ""Heart of Darkness'"" Kurtz, and Meyers also examines in great detail Conrad's relationship with the wild and beautiful American journalist Jane Anderson."
309,"The Strenuous Decade: A Social and Intellectual Record of the 1930'S,",None
309,"Orange and Green: A Quaker Study of Community Relations in Northern Ireland,",None
309,Revolutions: A Comparative Study,None
309,"The Maghreb in the modern world: Algeria, Tunisia, Morocco; (Penguin African library, AP 29)",None
309,Understanding tomorrow,"""""We are living in """"The Big Revolution""""- a time when the rights of the individual are expanding and the cultural pressures lessoning. we are immersed in liberation, rebellion, and abandonment of tradition. With so many factors now at work shaping changes in tomorrow's world, what will the twenty-first century be like? Where is America headed? Lyle Schaller helps the reader understand these changes, the increasing complexity of society, and what the future may hold. In eighteen concise insights, he identifies the central issues of tomorrow and reveals some of their implications and possib."
309,Peoples and cultures of the Caribbean; an anthropological reader,None
309,The new states of West Africa,None
309,Stuart Little 2: The Movie Storybook,"Stuart Little is back! In this new adventure, he conquers his fears, makes a new friend, and shows the world that a small mouse can stand tall.Stuart is growing up. He rides to the rescue of a wounded bird with the help of his speedy red roadster. Stuart and Margalo the bird become fast friends, but Stuart soon discovers that Margalo is keeping a secret from him. Will Margalo realize what a big-hearted friend she has in Stuart Little before it's too late?Join Stuart, George, Snowbell, and the rest of the family in the biggest Little adventure yet!"
309,Elites in Latin America,None
309,The Princess and the Pea (Super WHY!),"Princess Pea is nervous about passing her Princess Test, so the Super Readers soar into the story aThe Princess and the Peaa and meet another Princess who uses quick thinking to pass her test. Along the way readers will learn a lesson about trying your best, practice the alphabet, rhyme with a-inka words, and use the power to read to change the story."
309,An Introduction to the History of Sociology,None
309,Redesigning the Future: Systems Approach to Societal Problems,"The work makes the reader to be aware of the problems around him. Likewise, it guides him to find out the best solutions, thus, achieving his own development and, at the same time, the society's development."
309,The Case for Participatory Democracy: Some Prospects for a Radical Society,None
309,City development; studies in disintegration and renewal,None
309,The city,"""New York's mayor reports firsthand on the struggle to make a livable city."" -- Dust jacket."
309,The Progressive Years: America Comes of Age,None
309,Rural Society in France,"For this volume from Annales we have selected not only those articles that treat the impact of the events of a decade or the secular trends of a millenniumon the agrarian structure of France but also those that describe the peculiar combination of physical surroundings traditions habits and ""tone"" that give the village its special character and durability. Hence three of the eight selections treat specific villages. The essays are qualitative, despite their precision about acreages and occupations; interdisciplinary, relying heavily upon cultural anthropology and folklore; and, above all, subtle in performing the double role of describing in depth the activities and values of a restricted number of human beings and of evoking situations that reflect a timeless, human dimension--the durable"
