DDC,Title,description
251,"The Homiletical Plot, Expanded Edition: The Sermon as Narrative Art Form","Now in reissue with a new foreword by Fred B. Craddock and afterword by the author, Eugene L. Lowry, The Homiletical Plot, Expanded Edition follows in the same solid tradition of its predecessor. Upon its release, The Homiletical Plot quickly became a pivotal work on the art of preaching. Instead of comments on a biblical passage, Lowry suggested that the sermon follow a narrative form that moves from beginning to end, as with the plot of a story. This expanded edition continues to be an excellent teaching resource and learning tool for all preachers, from introductory students to seasoned clergy."
251,Reformed Preaching: Proclaiming God's Word from the Heart of the Preacher to the Heart of His People,"Preaching today all too often tragically misses the point. We've all heard sermons that sound more like a lecture, filling the head but not the heart. And we've all heard sermons tailored to produce an emotional experience, filling the heart but not the head. But biblical preaching both informs minds and engages hearts, giving it the power to transform lives. By the Spirit's grace, biblical preaching brings truth home from the heart of the preacher to the heart of the hearer. Joel Beeke, a pastor and professor of preaching with over four decades of experience, explores the fundamental principles of Reformed experiential preaching, examining sermons by preachers from the past and bridging the historical gap by showing pastors what the preaching of God's life-transforming truth looks like today."
251,Simplicity in Preaching: A Guide to Powerfully Communicating God's Word,"To attain simplicity in preaching is of the utmost importance to every minister who wishes to be useful to souls. Unless you are simple in your sermons, you will never be understood, and unless you are understood, you cannot do good to those who hear you. Of course, the first objective of a minister should be to preach the truth, the whole truth, and nothing but the truth as it is in Jesus. But the next thing he ought to aim at is for his sermon to be understood, and it will not be understood by most of his congregation if it is not simple. To attain simplicity in preaching is by no means an easy matter. I fear a vast proportion of what we preach is not understood by our listeners any more than if it were Greek. When people hear a simple sermon or read a simple tract, they are apt to say, ""How true! How plain! How easy to understand!"" and might assume that anyone can write in that style but is unaware of the diligence required to maintain simplicity. Simplicity in preaching is not childish preaching. If we suppose that the people like that sort of sermon, we are greatly mistaken. If our listeners get the impression that we consider them a parcel of ignorant folks for whom any kind of ""infant's food"" is good enough, our chance of doing good is lost altogether. People do not like even the appearance of condescending preaching. They feel we are not treating them as equals, but as inferiors. Human nature always dislikes that. They will at once put up their backs, stop their ears, and take offense. Finally, coarse or vulgar preaching is not needed. It is quite possible to be simple and yet to speak like a gentleman with the demeanor of a courteous and refined person. It is an utter mistake to imagine that uneducated and illiterate men and women prefer to be spoken to in an illiterate way by an uneducated person. As a rule, people, no matter their position in society, only tolerate vulgarity and coarseness in the pulpit when they can get nothing else."
251,How to Prepare Bible Messages,"Give Your Best Sermon Ever--Every Time Newly edited for today's readers, this time-tested book combines recognized public speaking techniques with proven theories of preaching to equip you for the pulpit. Author James Braga provides pastors and message-givers anywhere in ministry with logical, step-by-step guidance to preparing and delivering effective sermons. Each chapter thoroughly defines and describes each critical component of a sermon, from the introduction to illustrations and the conclusion. 35th Anniversary Edition - Updated for the 21st Century! A How-To That Delivers Since 1969, How to Prepare Bible Messages has been a pastor's most trusted source for preparing and delivering sermons that change lives. And for good reason. James Braga's clear and logical method combines effective techniques for public speaking with time-tested theories of teaching. His instructions are so simple even a novice can follow them. From the title to the conclusion and the lessons in between, Braga leaves no question unanswered. How to Prepare Bible Messages is a recognized classic--and your key to powerfully conveying God's Word to a hungry people! Story Behind the Book When this book was originally published in 1969, James Braga understood that in order for God's Word to impact His sheep in a life-changing way, the messenger had to do his job exceedingly well. Now, more than thirty years later, the guidance Braga provides pastors, youth leaders, and speakers of all kinds for preparing and delivering effective Bible messages stands stronger than ever. Time-tested and true, his words provide insight, guidance, and tangible steps for answering God's call to deliver His message with excellence."
251,The Art and Craft of Biblical Preaching: A Comprehensive Resource for Today's Communicators,"A Comprehensive Resource for Today's Communicators This extensive encyclopedia is the most complete and practical work ever published on the art and craft of biblical preaching. The 11 major sections contain almost 200 articles, which cover every possible preaching topic, including changing lives, sermon structure, ""the big idea,"" introductions, outlining, transitions, conclusions, passionate delivery, application, leveraging illustrations, telling stories, preaching narrative texts, topical preaching, expository preaching, evangelistic preaching, preaching to post-moderns, using humor, speaking with authority, and many others. Entries are characterized by intensely practical and vivid writing designed to help preachers deepen their understanding and sharpen their communication skills. The contributors include a virtual Who's Who of preaching from a cross section of denominations and traditions, such as John Ortberg, Rick Warren, Warren Wiersbe, Alice Mathews, John Piper, Andy Stanley, and many others. Haddon Robinson and Craig Brian Larson-two of today's most respected voices in preaching-provide editorial oversight."
251,Famine in the Land,"Steven Lawson understands how important it is to feed God's people from His Word. He is concerned that what started as a genuine attempt to attract a broader hearing by moving away from Scripture, has grown into a crisis in the church. He is convinced that we must return to expository preaching, ""the man of God opening the Word of God and expounding its truths so that the voice of God may be heard, the glory of God seen, and the will of God obeyed."" Lawson calls the church back to Scripture, to restore its commitment to let God's own words speak."
251,Him We Proclaim: Preaching Christ from All the Scriptures,"In a challenge to modern preachers, this book makes the hermeneutical case for a return to apostolic preaching&#8212;Christ-centered preaching, redemptive-historical, missiologically communicated and grounded in grace."
251,Anointed Expository Preaching,"What is ""expository preaching?"" In this brilliant new book, Dr. Stephen Olford and Dr. David Olford, both widely respected preachers in their own right define ""expository preaching"" (""exposing Scripture instead of imposing upon it""), teach its technique, and express its significance (""all true preaching is expository""). This book equips and encourages preachers of all kinds to respect their calling and minister God's inerrant Word by the Olford's marvelous methods."
251,The Preacher and Preaching: Reviving the Art in the Twentieth Century,"How can today's preaching recover the vitality of its great Reformation heritage? What are the main weaknesses of the contemporary pulpit, and how can they be met biblically? Eighteen leading pastors and homiletical scholars have joined in this volume to address these questions as they offer sharp analysis, biblical insight, and practical directives. Under the topics ""The Man,"" ""The Message,"" and ""The Manner,"" the authors deal with the preacher's calling, piety, personal bearing, appearance, study, organization, delivery, and much more. Their contributions include: Ministers, seminarians, elders, and anyone entrusted with the task of delivering God's Word will find this an enlightening, challenging, and immensely helpful volume. Book jacket."
251,On Preaching: Personal & Pastoral Insights for the Preparation & Practice of Preaching,"""In On Preaching, H.B. Charles, Jr. wants to encourage, challenge, and motivate you through the personal and pastoral insights he's learned over the years. Whether you are just starting to preach or have been preaching for some time, these insights will help you improve on your preparation process and undergrid your efforts to be the kind of preacher that others must listen to."" -- Back cover"
251,"The Tale of the Tardy Oxcart: And 1,501 Other Stories","In The Tale of The Tardy Oxcart , Charles Swindoll shares from his lifelong collection of his and others' personal stories, sermons, and anecdotes. 1501 various illustrations are arranged by subjects alphabetically for quick-and-easy access. A perfect resource for all pastors and speakers. Publisher's Note: This book is now available as Swindoll's Ultimate Book of Illustrations & Quotes (ISBN 0785250255)"
251,The Art of Preaching Old Testament Narrative,"The power of an intriguing story can not only captivate an audience, but when presented in a familiar and personal way, can communicate important truths. With this realization, Steven Mathewson offers here a guide to applying careful expository preaching methods to popular Old Testament stories. %x;Mathewson guides students and preachers through a ten-step process from text selection to sermon delivery. Mathewson then provides sample sermons and iinterviews of from five individuals, including Alice Mathews and Haddon Robinson. %x;This book contains a number of pedagogical features-diagrams, figures, and two appendixes. Seminary students, professors, and pastors will appreciate this valuable tool for refining their narrative preaching skills."
251,Preaching for God's Glory (Redesign) (Today's Issues),"A veteran pastor discusses the current state of Bible-based preaching, its distinctions, its importance to the church, and how it is used for the ongoing vitality of the body of Christ."
251,When God Is Silent,"""Reading of God's silence in the Bible gives me courage to explore the practice of restraint in preaching--not as a deliberate withholding of God's word nor, I hope, as a rationale for my own reticence, but as a sober reaching for more reverence in the act of public speaking about God."" In these 1997 Lyman Beecher Lectures in Preaching delivered at Yale Divinity School, Barbara Brown Taylor focuses on the task of those who preach and those who hear sermons in a world where people thirst for a word from God. How may we approach this seemingly silent God with due respect, proclaiming the Word without violating the silence, by speaking with restraint? Her first chapter examines the late twentieth-century language with which we talk about God in theology and speak to God in prayer. The second chapter addresses the question of God's communication in Scripture and how the ""voice of God"" was heard less and less in the land as the centuries progressed. Finally, Taylor explores what the silence of God means for Christians and how we may exercise ""homiletical restraint"" in speaking of the divine."
251,Meditations on Preaching,"Selected from Francis Grimke's Stray Thoughts and Meditations, these short paragraphs on preaching display the simple yet profound wisdom of a man who had over fifty years of Presbyterian pulpit ministry."
251,The Elements of Preaching,"In a practical, no-nonsense approach, this book spells out the basic preaching principles as well as the prohibitions that will help sharpen and focus the skills of every pastor and pulpit speaker."
251,Preaching and the Literary Forms of the Bible,"Long argues that the literary form and dynamics of biblical texts can and should make a difference in the kinds of sermons created from those texts, not only because of what the texts say but because of how they say it. He presents a methodology for taking the literary characteristics of biblical texts into account in the text-to-sermon process and then applies that methodology in separate chapters on preaching on psalms, proverbs, narratives, parables, and epistles."
251,Finally Comes The Poet,"The Christian gospel, says Brueggemann, is too easily preached and heard. Too often technical reason and excessive religious certitude reduce the gospel to coercive, debilitating pietisms that mask the text's meaning and freeze the hearers heart. With skill and imagination, Brueggemann demonstrates how the preacher can engage in daring speechdifferently voiced and therefore differently heard. This speech, as suggested by the Bible itself, is ""poetic"" speech, enabling the preacher to forge communion in the midst of alienation, bring healing out of guilt, and empower the hearer for ""missional imagination."" As an alternative to theological/homiletical discourse that is moralistic, pietistic or scholastic, Brueggemann proposes preaching that is artistic, poetic, and dramatic. The basis for the 1989 Lyman Beecher Lectures at Yale Divinity School, Finally Comes the Poet is a unique and transforming guide for powerful preaching."
251,Preparing Expository Sermons: A Seven-Step Method for Biblical Preaching,"""The Bible is what God has made. Sermons are what we make with what God has made."" This is the foundation for developing expository messages, according to Ramesh Richard. His method, explained in Preparing Expository Sermons, has been field-tested in training seminars for thousands of preachers around the world. Richard's book is a simple do-it-yourself resource for developing and preaching expository sermons. It guides the reader through a seven-step process, with many practical suggestions and illustrative charts along the way. In addition, there are eleven appendixes that include information on: o how to choose a text o preaching narratives o understanding your audience o forms of sermon introduction A comprehensive sermon evaluation questionnaire is included as well. Preparing Expository Sermons, an updated and expanded version of Scripture Sculpture, is ideal for beginning preachers, lay preachers without formal training, or any pastor who is looking for a refresher course in expository sermon preparation."
251,The Passion-Driven Sermon: Changing the Way Pastors Preach and Congregations Listen,"Seasoned pastor and educator James L. Shaddix presents a philosophical and theological argument for the practice of biblical exposition as the pastor's primary approach to preaching ministry in the local church. Shaddix emphasizes listening for God's voice in the sermon, God-centered vs. man-centered preaching, and/or preaching for real life-change."
251,The Preacher's Catechism,"Your work as a pastor can make it easy to overlook the deep needs of your own soul. These 43 questions and answers, written to reflect the format of historic catechisms, seek to provide nourishment for weary pastors in the thick of ministry. Each chapter features content designed to care for your spiritual health, feeding your mind and heart with life-giving truth aimed at helping you press on in ministry with endurance, contentment, and joy. Lewis Allen (ThM, Westminster Theological Seminary) serves as senior pastor of Hope Church in Huddersfield, West Yorkshire, England, which he helped plant after twelve years pastoring a church in West London."
251,I Believe in Preaching,"John Scott reminds us of the glorious heritage and mighty effect of preaching. He tackles contemporary objections to preaching, examines its theological foundations, and highlights the importance of applying biblical truth to the everyday lives of Christians."
251,Mastering Contemporary Preaching (Mastering Ministry Series),"Veteran preachers share keen insights on preaching. Readers will learn how to spot a congregation's core interests & needs, apply God's Word to today's audience, deal with difficult subject areas & much more."
251,Homiletic Moves and Structures,"Buttrick presents a complete homiletic that focuses on how sermons form in consciousness and how the language of preaching functions in the communal consciousness of a congregation. His ""phenomenological"" approach marks a sharp departure from older homiletics."
251,Illustrations for biblical preaching,"Now in paperback, this book offers 1,500 of the best quotations available today. The illustrations deal with contemporary subjects such as abortion, drugs, and divorce, as well as the timeless subjects of faith, commitment, and Christian living."
251,"Lectures to My Students: A Selection from Addresses Delivered to the Students of Pastor&#039;s College, Metropolitan Tabernacle","The book has no illustrations or index. It may have numerous typos or missing text. However, purchasers can download a free scanned copy of the original rare book from the publisher's website (GeneralBooksClub.com). You can also preview excerpts of the book there. Purchasers are also entitled to a free trial membership in the General Books Club where they can select from more than a million books without charge. Original Publisher: Passmore and Alabaster; Publication date: 1875; Subjects: Pastoral theology; Preaching; Religion; Religion / Christian Education / General; Religion / Christianity / Literature"
251,The Knight's Map,"Since the first temptation, Satan has aimed to cast doubt on God's Word. Our children and grandchildren need to be prepared for this. In this allegorical tale, theologian, pastor, and author Dr. R.C. Sproul continues his life's work of making deep biblical truths clear and understandable to students of all ages. The Knight's Map is the story of a knight who undertakes a perilous journey full of bad advice and wrong turns. In the end, he must decide whether he will trust the map provided by the King. Beautiful, full-color illustrations by Richard Lawnes reveal this rich, textured world and discussion questions with Scripture references help parents guide their children into the deeper meaning of the story. Dr. R.C. Sproul (1939-2017) was founder of Ligonier Ministries, an international Christian discipleship organization located near Orlando, Fla. He was also founding pastor of Saint Andrew's Chapel in Sanford, Fla., first president of Reformation Bible College, and executive editor of Tabletalk magazine. His radio program, Renewing Your Mind, is still broadcast daily on hundreds of radio stations around the world and can also be heard online. Dr. Sproul contributed dozens of articles to national evangelical publications, spoke at conferences, churches, colleges, and seminaries around the world, and wrote more than one hundred books, including The Holiness of God, Chosen by God, and Everyone's a Theologian. He also served as general editor of the Reformation Study Bible."
251,Expository Listening: A Practical Handbook for Hearing and Doing God's Word,"""Do not merely listen to the word, and so deceive yourselves. Do what it says.""--James 1:22 In many people's mind, if they don't get anything out of the sermon, it's the preacher's fault. But that's only half true. The Bible teaches that listeners must partner with the preacher so that the Word of God accomplishes its intended purpose of transforming their life. Expository Listening is your handbook on biblical listening. It is designed to equip you not only to understand what true, biblical preaching sounds like, but also how to receive it, and ultimately, what to do about it. You need to know how to look for the Word of God, to love the Word of God, and to live the Word of God. In this way, God and His Word will be honored and glorified through your life."
251,Preaching with Passion (Preaching With Series),"(Foreword by John MacArthur) An interactive guide to passionate preaching through spiritual power, conviction, compassion, authority, urgency, brokenness, your whole being, and imagination."
251,"Preaching with Bold Assurance: A Solid and Enduring Approach to Engaging Exposition (Bold Assurance Series, 2)","Preachers are under the biblical mandate to preach with conviction, passion, and in a way that the Word of God engages the audience and grips their hearts. Hershael York and Bert Decker have written a book that will equip preachers to do just that. Preaching with Bold Assurance brings the Bold Assurance concept to the pulpit, giving preachers a practical tool to help them use their minds, mouths, and beings to communicate effectively. Preachers will learn the tools for powerful and effective communication based on biblical truth and proven concepts from the business world so they can preach boldly and skillfully by understanding how God uses us as communicators."
251,Preaching: The Art of Narrative Exposition,"Because they are speaking to a younger society more attuned to lively dialogue and visual images, pastors need a fresh wineskin for a timeless message of redemption. Calvin Miller, who has preached and equipped preachers for decades, offers a volume of helpful insights for pastors to deliver the heart of the gospel via the Jesus-endorsed vessel of compelling storytelling. For the working pastor, Miller's crash course on preaching is a welcomed study."
251,Encyclopedia of 7700 Illustrations: Signs of the Times,"A treasury of illustrations, anecdotes, facts and quotations for Pastors, Teachers, and Christian workers."
251,"Feasting on the Word: Preaching the Revised Common Lectionary: Year B, Volume 2","Based on the Revised Common Lectionary (RCL), Feasting on the Word Worship Companion: Liturgies for Year B, Volume 2 is one of six volumes (two for each lectionary year) that provides liturgical pieces for preparing for worship. Written and compiled by an ecumenical team of seasoned liturgy writers, this resource offers a multitude of poetic prayers and responsive readings for all parts of worship. Each volume includes a CD-ROM that enables planners to easily cut and paste reading, prayers, questions for reflection, and household prayers for morning and evening into worship bulletins. (Publisher)."
251,Preaching to a Postmodern World: A Guide to Reaching Twenty-first Century Listeners,"While growing churches dot our urban centers and country landscapes, church-goers and students today are actually less likely to maintain a Christian worldview than in the past. In fact, the majority of society does not even believe in objective truth. A minister out of touch with this culture is like an uninformed missionary trying to teach in a foreign country. To communicate God's Word effectively in the twenty-first century, teachers need to know how to connect with and confront an audience of postmodern listeners. In Preaching to a Postmodern World, Johnston shows pastors, seminary students, professors, lay teachers, and church leaders can reach the present age without selling out to it. The book discusses how to: | distinguish between modernism and postmodernism | understand postmodern worldviews | change the style of preaching without compromising the substance | take advantage of new opportunities provided by the cultural shift | show an inattentive society the relevance of God's truth The author's keen insights into contemporary pop and media culture also help equip speakers to address today's listeners with clarity and relevance."
251,The Passionate Preaching of Martyn Lloyd-Jones,"From the pulpit at Westminster Chapel in London, Dr. Martyn Lloyd-Jones set a new standard for faithful and passionate preaching, a standard that continues to be relevant today. Lloyd-Jones was a physician by training and had begun a promising career in medicine before sensing an irresistible call to preach. Surrounded by theological liberalism, he began a pulpit ministry that would exert profound influence on both sides of the Atlantic."
251,Preaching that Connects,"""Master the craft of effective communication that grabs attention and wins hearts.Like everyone else, preachers long to be understood. Unfortunately, the rules first learned in seminary, if misapplied, can quickly turn homiletic precision into listener boredom.To capture heart and mind, Mark Galli and Craig Larsen suggest preachers turn to the lessons of journalism. In Preaching That Connects, they show how the same keys used to create effective, captivating communication in the media can transform a sermon.Amply illustrated from some of today's best preachers, Preaching That Connects walks through the entire sermon, from the critical introduction to the bridge to illustrations and final application. Key points include the five techniques for generating creative ideas, your six options for illustrations, and the ten rules for great storytelling-and why the transition sentence is the hardest sentence you'll write.Preaching That Connects is for all who seek to hone their craft to communicate the truth of the gospel effectively."""
251,"Feasting on the Word: Preaching the Revised Common Lectionary: Year A, Volume 4","With this twelve-volume series, Westminster John Knox Press offers one of the most extensive and well-respected resources for preaching on the market today. The twelve volumes cover all of the Sundays in the three-year lectionary cycle, along with moveable occasions. The page layout is truly unique. For each lectionary text, preachers will find brief essays--one each on the exegetical, theological, pastoral, and homiletical challenges of the text. Each volume also contains an index of biblical passages so that nonlectionary preachers may make use of it."
251,The Archer and The Arrow,"This book is about a sentence 40 years in the making: ""My aim is to preach the gospel by prayerfully expounding the Bible to the people God has given me to love"" (Phillip Jensen). Join Phillip Jensen and Paul Grimmond as they explore each phrase in this carefully wrought statement, and show not only why faithful, powerful, biblical preaching is so important, but how to go about it. --from publisher website."
251,Using Illustrations to Preach with Power (Revised Edition),"Illustrations are integral to powerful, biblical preaching, and this work demonstrates why. It also shares how to find and integrate illustrations effectively without compromising the Bible's message."
251,Preach the Word: Essays on Expository Preaching: In Honor of R. Kent Hughes,This volume celebrates veteran pastor Kent Hughes's legacy of preaching God's Word by examining what it means to be an expository preacher.
251,Spirit-Led Preaching: The Holy Spirit's Role in Sermon Preparation and Delivery,Preaching simply does not happen apart from the Holy Spirit.
251,"Reading for Preaching: The Preacher in Conversation with Storytellers, Biographers, Poets, and Journalists","In Reading for Preaching Cornelius Plantinga makes a striking claim: preachers who read widely will most likely become better preachers.Plantinga -- himself a master preacher -- shows how a wide reading program can benefit preachers. First, he says, good reading generates delight, and the preacher who enters the world of delight goes with God. Good reading can also help tune the preacher's ear for language -- his or her primary tool. General reading can enlarge the preacher's sympathies for people and situations that she or he had previously known nothing about. And, above all, the preacher who reads widely has the chance to become wise.This beautifully written book will benefit not just preachers but anyone interested in the wisdom to be derived from reading.Works that Plantinga interacts with in the book include * The Kite Runner, by Khaled Hosseini * Enrique's Journey, by Sonia Nazario * Silence, by Shusaku Endo * ""How Much Land Does a Man Need?"" by Leo Tolstoy * ""Narcissus Leaves the Pool"" by Joseph Epstein * Les Miserables, by Victor Hugo ... and many more!"
251,As One Without Authority,"This update of Craddock's original work on inductive preaching remains one of the most important contributions to homiletic scholarship. Revised with three new sermons, inclusive language, and NRSV texts, it is still as fresh and provocative as ever."
251,The Sacred Anointing: The Preaching of Dr. Martyn Lloyd-Jones,"This biography provides a new evaluation of the last of the preachers, Martyn Lloyd-Jones, the man who was believed by many to have a prophetic gift."
251,The Four Pages of the Sermon: A Guide to Biblical Preaching,"A preacher's classic methodological guide, updated with significant new material."
251,Preaching with Freshness,"(Foreword by Jay Adams) If more books on preaching were as interesting as this, then perhaps we would have more interesting preachers. --Howard Hendricks"
251,Preaching to a Post-Everything World: Crafting Biblical Sermons That Connect with Our Culture,"Zack Eswine starts this unique pastoral resource with a captivating question: Could I now reach who I once was? Challenging the idea that today's preachers must do away with biblical or expository preaching if they are to reach non-Christian people, Eswine offers a way of preaching that embraces biblical exposition in missional terms. Recognizing all of the different cultural situations in which the gospel must be preached, he gives preachers practical advice on preaching in a global context while remaining faithful to the Bible. Pastors, seminarians, and church and ministry leaders who speak in various contexts will welcome this fresh, thoughtful examination of bringing the Word to today's multi-everything, post-everything world."
251,Preaching Christ from Genesis,"Sidney Greidanus's previous two preaching books --The Modern Preacher and the Ancient TextandPreaching Christ from the Old Testament-- have received wide acclaim.Preaching Christ from Genesisoffers more of Greidanus's solid, practical homiletical fare. Packed with unique features,Preaching Christ from Genesisuses the latest scholarly research to analyze twenty-three Genesis narrativespresents the rhetorical structures and other literary features of each narrativediscloses the message for Israel (theme) as well as the author's likely purpose (goal)explores various ways of preaching Christ from each narrativeoffers sermon exposition and commentary in oral stylesuggests relevant sermon forms, introductions, and applications Including helpful appendixes -- ""Ten Steps from Text to Sermon,"" ""An Expository Sermon Model,"" and three of the author's own Genesis sermons -- this volume will be an invaluable resource for preachers and Bible teachers."
251,How to Preach without Notes,"This is a classic that has stood the test of time. For forty-five years, seminary students and pastors have benefited from the principles found in this book. Two of Koller's popular texts, Expository Preaching without Notes and Sermons Preached without Notes, are combined in a single volume that allows preachers to prepare and deliver sermons without being tied to a manuscript or even outlines or notes. Among the eighteen topics discussed are the biblical conception of preaching, the advantages of preaching without notes, homiletical devices, the importance of structure, and the systematic filing of materials. Now repackaged for the next generation of preachers, with a foreword by current Northern Seminary preaching professor Michael J. Quicke, How to Preach without Notes is poised to continue its history of strong and steady sales."
251,Handbook of Contemporary Preaching,"Perhaps the most encyclopedic text on preaching in any language--the finest counsel from many of the acknowledged grand masters of the contemporary pulpit, including Calvin Miller, Joel Gregory, Stuart Briscoe, James Cox, Elizabeth Achtemeier, Thomas Long, James Earl Massey and many more."
